country,Code,varname,cntr_region,era,era_col,scale_type,value,value_end,change_val,pop,trans_rec_end_yr,era_num,era_low,era_high,scaling,change_val_lab,change_lab,change_sign
Slovakia,SVK,% of W_EUR3,CEE: Slovakia,1985-1989,socialism,lin,49.607512794223034,48.11935163473478,-1.4881611594882571,5151107,1992,1,0.5,1.5,1,-1,-1,divergence
Slovakia,SVK,% of W_EUR3,CEE: Slovakia,1989-1992,transition,lin,48.11935163473478,35.61566895522651,-12.503682679508266,5249882,1992,2,1.5,2.5,1,-13,-13,divergence
Slovakia,SVK,% of W_EUR3,CEE: Slovakia,1992-2022,capitalism,lin,35.61566895522651,66.64046543091008,31.024796475683573,5306409,1992,3,2.5,3.5,1,31,+31,convergence
Slovenia,SVN,% of W_EUR3,Yugosl.: Slovenia,1952-1979,socialism,lin,52.961420153362475,97.16594113922571,44.20452098586323,1479622,1992,1,0.5,1.5,1,44,+44,convergence
Slovenia,SVN,% of W_EUR3,Yugosl.: Slovenia,1979-1989,socialism,lin,97.16594113922571,74.96023075060734,-22.20571038861837,1885870,1992,2,1.5,2.5,1,-22,-22,divergence
Slovenia,SVN,% of W_EUR3,Yugosl.: Slovenia,1989-1992,transition,lin,74.96023075060734,55.97482577686702,-18.985404973740316,1995417,1992,3,2.5,3.5,1,-19,-19,divergence
Slovenia,SVN,% of W_EUR3,Yugosl.: Slovenia,1992-2022,capitalism,lin,55.97482577686702,79.12249714386797,23.147671367000953,1995805,1992,4,3.5,4.5,1,23,+23,convergence
Ukraine,UKR,% of W_EUR3,USSR: Ukraine,1973-1989,socialism,lin,41.67234327208883,38.097950618925395,-3.574392653163436,48277070,1998,1,0.5,1.5,1,-4,-4,divergence
Ukraine,UKR,% of W_EUR3,USSR: Ukraine,1989-1998,transition,lin,38.097950618925395,14.94508058212559,-23.152870036799804,51917779,1998,2,1.5,2.5,1,-23,-23,divergence
Ukraine,UKR,% of W_EUR3,USSR: Ukraine,1998-2022,capitalism,lin,14.94508058212559,18.765152019181276,3.8200714370556863,50379676,1998,3,2.5,3.5,1,4,+4,convergence
Belarus,BLR,% of LAT_AM,USSR: Belarus,1973-1989,socialism,lin,117.80604252677347,138.77348790401396,20.967445377240495,9205662,1995,1,0.5,1.5,1,21,+21,convergence
Belarus,BLR,% of LAT_AM,USSR: Belarus,1989-1995,transition,lin,138.77348790401396,73.1554582758333,-65.61802962818066,10158729,1995,2,1.5,2.5,1,-66,-66,divergence
Belarus,BLR,% of LAT_AM,USSR: Belarus,1995-2022,capitalism,lin,73.1554582758333,120.0207075237076,46.8652492478743,10197421,1995,3,2.5,3.5,1,47,+47,convergence
Bulgaria,BGR,% of LAT_AM,CEE: Bulgaria,1950-1975,socialism,lin,71.97668635718426,125.68317956208826,53.70649320490399,7248464,1999,1,0.5,1.5,1,54,+54,convergence
Bulgaria,BGR,% of LAT_AM,CEE: Bulgaria,1975-1989,socialism,lin,125.68317956208826,115.61151249919872,-10.071667062889532,8723102,1999,2,1.5,2.5,1,-10,-10,divergence
Bulgaria,BGR,% of LAT_AM,CEE: Bulgaria,1989-1999,transition,lin,115.61151249919872,75.91210680002983,-39.69940569916889,8936335,1999,3,2.5,3.5,1,-40,-40,divergence
Bulgaria,BGR,% of LAT_AM,CEE: Bulgaria,1999-2022,capitalism,lin,75.91210680002983,132.16832003114635,56.25621323111652,8067415,1999,4,3.5,4.5,1,56,+56,convergence
Croatia,HRV,% of LAT_AM,Yugosl.: Croatia,1952-1979,socialism,lin,73.33746803163393,166.09989964531798,92.76243161368404,3957359,1993,1,0.5,1.5,1,93,+93,convergence
Croatia,HRV,% of LAT_AM,Yugosl.: Croatia,1979-1989,socialism,lin,166.09989964531798,162.88061192736325,-3.219287717954728,4626900,1993,2,1.5,2.5,1,-3,-3,divergence
Croatia,HRV,% of LAT_AM,Yugosl.: Croatia,1989-1993,transition,lin,162.88061192736325,95.24805999337,-67.63255193399324,4820680,1993,3,2.5,3.5,1,-68,-68,divergence
Croatia,HRV,% of LAT_AM,Yugosl.: Croatia,1993-2022,capitalism,lin,95.24805999337,173.20876383788035,77.96070384451035,4729691,1993,4,3.5,4.5,1,78,+78,convergence
Czechia,CZE,% of LAT_AM,CEE: Czechia,1970-1975,socialism,lin,143.5624031811051,148.11549746348732,4.5530942823822045,9801206,1992,1,0.5,1.5,1,5,+5,convergence
Czechia,CZE,% of LAT_AM,CEE: Czechia,1975-1989,socialism,lin,148.11549746348732,163.6740700268733,15.55857256338598,10030738,1992,2,1.5,2.5,1,16,+16,convergence
Czechia,CZE,% of LAT_AM,CEE: Czechia,1989-1992,transition,lin,163.6740700268733,144.37095351099867,-19.30311651587462,10305562,1992,3,2.5,3.5,1,-19,-19,divergence
Czechia,CZE,% of LAT_AM,CEE: Czechia,1992-2022,capitalism,lin,144.37095351099867,206.97308905280056,62.602135541801886,10312408,1992,4,3.5,4.5,1,63,+63,convergence
Estonia,EST,% of LAT_AM,Baltics: Estonia,1973-1989,socialism,lin,194.89336780085688,219.12278898086927,24.229421180012395,1399299,1994,1,0.5,1.5,1,24,+24,convergence
Estonia,EST,% of LAT_AM,Baltics: Estonia,1989-1994,transition,lin,219.12278898086927,126.05876304690341,-93.06402593396587,1567538,1994,2,1.5,2.5,1,-93,-93,divergence
Estonia,EST,% of LAT_AM,Baltics: Estonia,1994-2022,capitalism,lin,126.05876304690341,192.9812198139022,66.92245676699878,1475669,1994,3,2.5,3.5,1,67,+67,convergence
Hungary,HUN,% of LAT_AM,CEE: Hungary,1950-1975,socialism,lin,108.10176336244278,125.11527277977434,17.013509417331562,9337826,1992,1,0.5,1.5,1,17,+17,convergence
Hungary,HUN,% of LAT_AM,CEE: Hungary,1975-1989,socialism,lin,125.11527277977434,128.38852160160312,3.2732488218287727,10515605,1992,2,1.5,2.5,1,3,+3,convergence
Hungary,HUN,% of LAT_AM,CEE: Hungary,1989-1992,transition,lin,128.38852160160312,103.16282098327005,-25.225700618333065,10403359,1992,3,2.5,3.5,1,-25,-25,divergence
Hungary,HUN,% of LAT_AM,CEE: Hungary,1992-2022,capitalism,lin,103.16282098327005,189.03050642339232,85.86768544012227,10371431,1992,4,3.5,4.5,1,86,+86,convergence
Latvia,LVA,% of LAT_AM,Baltics: Latvia,1973-1989,socialism,lin,176.63138326817275,182.7404014180411,6.109018149868348,2415721,1994,1,0.5,1.5,1,6,+6,convergence
Latvia,LVA,% of LAT_AM,Baltics: Latvia,1989-1994,transition,lin,182.7404014180411,90.90667654869192,-91.83372486934918,2664789,1994,2,1.5,2.5,1,-92,-92,divergence
Latvia,LVA,% of LAT_AM,Baltics: Latvia,1994-2022,capitalism,lin,90.90667654869192,174.7077615684372,83.80108501974529,2521185,1994,3,2.5,3.5,1,84,+84,convergence
Lithuania,LTU,% of LAT_AM,Baltics: Lithuania,1973-1989,socialism,lin,170.93951956618383,171.44529200148637,0.5057724353025321,3236175,1994,1,0.5,1.5,1,1,+1,convergence
Lithuania,LTU,% of LAT_AM,Baltics: Lithuania,1989-1994,transition,lin,171.44529200148637,81.77595750133942,-89.66933450014695,3696048,1994,2,1.5,2.5,1,-90,-90,divergence
Lithuania,LTU,% of LAT_AM,Baltics: Lithuania,1994-2022,capitalism,lin,81.77595750133942,198.0896962010445,116.31373869970507,3654839,1994,3,2.5,3.5,1,116,+116,convergence
Poland,POL,% of LAT_AM,CEE: Poland,1950-1975,socialism,lin,106.65238479977913,125.18288073004982,18.53049593027069,24780120,1991,1,0.5,1.5,1,19,+19,convergence
Poland,POL,% of LAT_AM,CEE: Poland,1975-1989,socialism,lin,125.18288073004982,105.71662325824994,-19.466257471799878,33964338,1991,2,1.5,2.5,1,-19,-19,divergence
Poland,POL,% of LAT_AM,CEE: Poland,1989-1991,transition,lin,105.71662325824994,88.01461235032743,-17.702010907922514,37938044,1991,3,2.5,3.5,1,-18,-18,divergence
Poland,POL,% of LAT_AM,CEE: Poland,1991-2022,capitalism,lin,88.01461235032743,208.39157577063597,120.37696342030854,38152898,1991,4,3.5,4.5,1,120,+120,convergence
Romania,ROU,% of LAT_AM,CEE: Romania,1950-1975,socialism,lin,51.52067144293756,81.0680265609196,29.547355117982043,16397220,1992,1,0.5,1.5,1,30,+30,convergence
Romania,ROU,% of LAT_AM,CEE: Romania,1975-1989,socialism,lin,81.0680265609196,73.2916581412844,-7.7763684196352045,21268014,1992,2,1.5,2.5,1,-8,-8,divergence
Romania,ROU,% of LAT_AM,CEE: Romania,1989-1992,transition,lin,73.2916581412844,54.30130246863329,-18.990355672651113,22887592,1992,3,2.5,3.5,1,-19,-19,divergence
Romania,ROU,% of LAT_AM,CEE: Romania,1992-2022,capitalism,lin,54.30130246863329,168.14570967945534,113.84440721082206,22912341,1992,4,3.5,4.5,1,114,+114,convergence
Russia,RUS,% of LAT_AM,USSR: Russia,1950-1975,socialism,lin,90.54061959816954,150.95503137505682,60.41441177688728,103392314,1998,1,0.5,1.5,1,60,+60,convergence
Russia,RUS,% of LAT_AM,USSR: Russia,1975-1989,socialism,lin,150.95503137505682,148.96008968154732,-1.994941693509503,134136049,1998,2,1.5,2.5,1,-2,-2,divergence
Russia,RUS,% of LAT_AM,USSR: Russia,1989-1998,transition,lin,148.96008968154732,81.80911043514332,-67.15097924640399,148281823,1998,3,2.5,3.5,1,-67,-67,divergence
Russia,RUS,% of LAT_AM,USSR: Russia,1998-2022,capitalism,lin,81.80911043514332,163.2626949357186,81.45358450057527,147635488,1998,4,3.5,4.5,1,81,+81,convergence
Serbia,SRB,% of LAT_AM,Yugosl.: Serbia,1952-1979,socialism,lin,54.42722243983936,127.85680427178542,73.42958183194605,6127217,1993,1,0.5,1.5,1,73,+73,convergence
Serbia,SRB,% of LAT_AM,Yugosl.: Serbia,1979-1989,socialism,lin,127.85680427178542,127.92178154306778,0.06497727128235908,7758172,1993,2,1.5,2.5,1,0,+0,no change
Serbia,SRB,% of LAT_AM,Yugosl.: Serbia,1989-1993,transition,lin,127.92178154306778,50.935781002696906,-76.98600054037087,7881211,1993,3,2.5,3.5,1,-77,-77,divergence
Serbia,SRB,% of LAT_AM,Yugosl.: Serbia,1993-2022,capitalism,lin,50.935781002696906,109.73788385309331,58.8021028503964,7849677,1993,4,3.5,4.5,1,59,+59,convergence
Slovakia,SVK,% of LAT_AM,CEE: Slovakia,1985-1989,socialism,lin,141.64169268630556,148.58669763471906,6.945004948413498,5151107,1992,1,0.5,1.5,1,7,+7,convergence
Slovakia,SVK,% of LAT_AM,CEE: Slovakia,1989-1992,transition,lin,148.58669763471906,110.8791825894407,-37.707515045278356,5249882,1992,2,1.5,2.5,1,-38,-38,divergence
Slovakia,SVK,% of LAT_AM,CEE: Slovakia,1992-2022,capitalism,lin,110.8791825894407,176.6267271796862,65.74754459024551,5306409,1992,3,2.5,3.5,1,66,+66,convergence
Slovenia,SVN,% of LAT_AM,Yugosl.: Slovenia,1952-1979,socialism,lin,105.37238832594883,253.61273086476413,148.2403425388153,1479622,1992,1,0.5,1.5,1,148,+148,convergence
Slovenia,SVN,% of LAT_AM,Yugosl.: Slovenia,1979-1989,socialism,lin,253.61273086476413,231.4680635291285,-22.14466733563563,1885870,1992,2,1.5,2.5,1,-22,-22,divergence
Slovenia,SVN,% of LAT_AM,Yugosl.: Slovenia,1989-1992,transition,lin,231.4680635291285,174.26158513343296,-57.20647839569554,1995417,1992,3,2.5,3.5,1,-57,-57,divergence
Slovenia,SVN,% of LAT_AM,Yugosl.: Slovenia,1992-2022,capitalism,lin,174.26158513343296,209.70963552609476,35.4480503926618,1995805,1992,4,3.5,4.5,1,35,+35,convergence
Ukraine,UKR,% of LAT_AM,USSR: Ukraine,1973-1989,socialism,lin,110.85716674171502,117.64183175382736,6.784665012112342,48277070,1998,1,0.5,1.5,1,7,+7,convergence
Ukraine,UKR,% of LAT_AM,USSR: Ukraine,1989-1998,transition,lin,117.64183175382736,44.360008674505984,-73.28182307932138,51917779,1998,2,1.5,2.5,1,-73,-73,divergence
Ukraine,UKR,% of LAT_AM,USSR: Ukraine,1998-2022,capitalism,lin,44.360008674505984,49.7359579460549,5.375949271548919,50379676,1998,3,2.5,3.5,1,5,+5,convergence
Belarus,BLR,% of G7,USSR: Belarus,1973-1989,socialism,lin,38.426391143943704,38.39781728361262,-0.02857386033108611,9205662,1995,1,0.5,1.5,1,-0,+0,no change
Belarus,BLR,% of G7,USSR: Belarus,1989-1995,transition,lin,38.39781728361262,20.79367278415298,-17.604144499459636,10158729,1995,2,1.5,2.5,1,-18,-18,divergence
Belarus,BLR,% of G7,USSR: Belarus,1995-2022,capitalism,lin,20.79367278415298,38.74407720141937,17.95040441726639,10197421,1995,3,2.5,3.5,1,18,+18,convergence
Bulgaria,BGR,% of G7,CEE: Bulgaria,1950-1975,socialism,lin,27.888784870268623,43.21621007439993,15.327425204131309,7248464,1999,1,0.5,1.5,1,15,+15,convergence
Bulgaria,BGR,% of G7,CEE: Bulgaria,1975-1989,socialism,lin,43.21621007439993,31.98903335121784,-11.22717672318209,8723102,1999,2,1.5,2.5,1,-11,-11,divergence
Bulgaria,BGR,% of G7,CEE: Bulgaria,1989-1999,transition,lin,31.98903335121784,21.313228989502928,-10.675804361714913,8936335,1999,3,2.5,3.5,1,-11,-11,divergence
Bulgaria,BGR,% of G7,CEE: Bulgaria,1999-2022,capitalism,lin,21.313228989502928,42.66546748907593,21.352238499573,8067415,1999,4,3.5,4.5,1,21,+21,convergence
Croatia,HRV,% of G7,Yugosl.: Croatia,1952-1979,socialism,lin,26.509810184016253,56.41133355144135,29.9015233674251,3957359,1993,1,0.5,1.5,1,30,+30,convergence
Croatia,HRV,% of G7,Yugosl.: Croatia,1979-1989,socialism,lin,56.41133355144135,45.06811834372728,-11.343215207714074,4626900,1993,2,1.5,2.5,1,-11,-11,divergence
Croatia,HRV,% of G7,Yugosl.: Croatia,1989-1993,transition,lin,45.06811834372728,27.1922996279756,-17.875818715751677,4820680,1993,3,2.5,3.5,1,-18,-18,divergence
Croatia,HRV,% of G7,Yugosl.: Croatia,1993-2022,capitalism,lin,27.1922996279756,55.913799014821436,28.721499386845835,4729691,1993,4,3.5,4.5,1,29,+29,convergence
Czechia,CZE,% of G7,CEE: Czechia,1970-1975,socialism,lin,45.23812440436535,50.92957129155211,5.691446887186757,9801206,1992,1,0.5,1.5,1,6,+6,convergence
Czechia,CZE,% of G7,CEE: Czechia,1975-1989,socialism,lin,50.92957129155211,45.28766358675138,-5.64190770480073,10030738,1992,2,1.5,2.5,1,-6,-6,divergence
Czechia,CZE,% of G7,CEE: Czechia,1989-1992,transition,lin,45.28766358675138,40.150496166361336,-5.137167420390043,10305562,1992,3,2.5,3.5,1,-5,-5,divergence
Czechia,CZE,% of G7,CEE: Czechia,1992-2022,capitalism,lin,40.150496166361336,66.81331502144302,26.66281885508168,10312408,1992,4,3.5,4.5,1,27,+27,convergence
Estonia,EST,% of G7,Baltics: Estonia,1973-1989,socialism,lin,63.57100724077199,60.630001746318115,-2.9410054944538757,1399299,1994,1,0.5,1.5,1,-3,-3,divergence
Estonia,EST,% of G7,Baltics: Estonia,1989-1994,transition,lin,60.630001746318115,36.625993162793826,-24.00400858352429,1567538,1994,2,1.5,2.5,1,-24,-24,divergence
Estonia,EST,% of G7,Baltics: Estonia,1994-2022,capitalism,lin,36.625993162793826,62.29657725869518,25.670584095901354,1475669,1994,3,2.5,3.5,1,26,+26,convergence
Hungary,HUN,% of G7,CEE: Hungary,1950-1975,socialism,lin,41.88615751982214,43.02093510687709,1.1347775870549484,9337826,1992,1,0.5,1.5,1,1,+1,convergence
Hungary,HUN,% of G7,CEE: Hungary,1975-1989,socialism,lin,43.02093510687709,35.52435748520892,-7.496577621668173,10515605,1992,2,1.5,2.5,1,-7,-7,divergence
Hungary,HUN,% of G7,CEE: Hungary,1989-1992,transition,lin,35.52435748520892,28.690247918077585,-6.834109567131332,10403359,1992,3,2.5,3.5,1,-7,-7,divergence
Hungary,HUN,% of G7,CEE: Hungary,1992-2022,capitalism,lin,28.690247918077585,61.021241129116376,32.33099321103879,10371431,1992,4,3.5,4.5,1,32,+32,convergence
Latvia,LVA,% of G7,Baltics: Latvia,1973-1989,socialism,lin,57.61424860881908,50.56320663235997,-7.051041976459111,2415721,1994,1,0.5,1.5,1,-7,-7,divergence
Latvia,LVA,% of G7,Baltics: Latvia,1989-1994,transition,lin,50.56320663235997,26.412660518379482,-24.15054611398049,2664789,1994,2,1.5,2.5,1,-24,-24,divergence
Latvia,LVA,% of G7,Baltics: Latvia,1994-2022,capitalism,lin,26.412660518379482,56.39769287776983,29.985032359390345,2521185,1994,3,2.5,3.5,1,30,+30,convergence
Lithuania,LTU,% of G7,Baltics: Lithuania,1973-1989,socialism,lin,55.75765639793198,47.43791552578156,-8.319740872150419,3236175,1994,1,0.5,1.5,1,-8,-8,divergence
Lithuania,LTU,% of G7,Baltics: Lithuania,1989-1994,transition,lin,47.43791552578156,23.759757655329064,-23.678157870452498,3696048,1994,2,1.5,2.5,1,-24,-24,divergence
Lithuania,LTU,% of G7,Baltics: Lithuania,1994-2022,capitalism,lin,23.759757655329064,63.94565271916081,40.18589506383175,3654839,1994,3,2.5,3.5,1,40,+40,convergence
Poland,POL,% of G7,CEE: Poland,1950-1975,socialism,lin,41.32456724697858,43.04418212682028,1.7196148798417,24780120,1991,1,0.5,1.5,1,2,+2,convergence
Poland,POL,% of G7,CEE: Poland,1975-1989,socialism,lin,43.04418212682028,29.251175026446674,-13.793007100373607,33964338,1991,2,1.5,2.5,1,-14,-14,divergence
Poland,POL,% of G7,CEE: Poland,1989-1991,transition,lin,29.251175026446674,24.265469810321328,-4.985705216125346,37938044,1991,3,2.5,3.5,1,-5,-5,divergence
Poland,POL,% of G7,CEE: Poland,1991-2022,capitalism,lin,24.265469810321328,67.27121899517311,43.00574918485179,38152898,1991,4,3.5,4.5,1,43,+43,convergence
Romania,ROU,% of G7,CEE: Romania,1950-1975,socialism,lin,19.962698964960904,27.875272398268763,7.912573433307859,16397220,1992,1,0.5,1.5,1,8,+8,convergence
Romania,ROU,% of G7,CEE: Romania,1975-1989,socialism,lin,27.875272398268763,20.279375695079267,-7.595896703189496,21268014,1992,2,1.5,2.5,1,-8,-8,divergence
Romania,ROU,% of G7,CEE: Romania,1989-1992,transition,lin,20.279375695079267,15.101543513939536,-5.177832181139731,22887592,1992,3,2.5,3.5,1,-5,-5,divergence
Romania,ROU,% of G7,CEE: Romania,1992-2022,capitalism,lin,15.101543513939536,54.27938637690028,39.177842862960745,22912341,1992,4,3.5,4.5,1,39,+39,convergence
Russia,RUS,% of G7,USSR: Russia,1950-1975,socialism,lin,35.08174646250773,51.9059461291663,16.824199666658572,103392314,1998,1,0.5,1.5,1,17,+17,convergence
Russia,RUS,% of G7,USSR: Russia,1975-1989,socialism,lin,51.9059461291663,41.21639077126029,-10.68955535790601,134136049,1998,2,1.5,2.5,1,-11,-11,divergence
Russia,RUS,% of G7,USSR: Russia,1989-1998,transition,lin,41.21639077126029,23.65408006286911,-17.562310708391184,148281823,1998,3,2.5,3.5,1,-18,-18,divergence
Russia,RUS,% of G7,USSR: Russia,1998-2022,capitalism,lin,23.65408006286911,52.70309255135658,29.049012488487474,147635488,1998,4,3.5,4.5,1,29,+29,convergence
Serbia,SRB,% of G7,Yugosl.: Serbia,1952-1979,socialism,lin,19.674190757458373,43.42310168758941,23.748910930131036,6127217,1993,1,0.5,1.5,1,24,+24,convergence
Serbia,SRB,% of G7,Yugosl.: Serbia,1979-1989,socialism,lin,43.42310168758941,35.3952132246065,-8.027888462982908,7758172,1993,2,1.5,2.5,1,-8,-8,divergence
Serbia,SRB,% of G7,Yugosl.: Serbia,1989-1993,transition,lin,35.3952132246065,14.541619208902445,-20.853594015704054,7881211,1993,3,2.5,3.5,1,-21,-21,divergence
Serbia,SRB,% of G7,Yugosl.: Serbia,1993-2022,capitalism,lin,14.541619208902445,35.424662390736245,20.8830431818338,7849677,1993,4,3.5,4.5,1,21,+21,convergence
Slovakia,SVK,% of G7,CEE: Slovakia,1985-1989,socialism,lin,42.96526865151995,41.11307536277836,-1.8521932887415886,5151107,1992,1,0.5,1.5,1,-2,-2,divergence
Slovakia,SVK,% of G7,CEE: Slovakia,1989-1992,transition,lin,41.11307536277836,30.836218001063905,-10.276857361714455,5249882,1992,2,1.5,2.5,1,-10,-10,divergence
Slovakia,SVK,% of G7,CEE: Slovakia,1992-2022,capitalism,lin,30.836218001063905,57.017157246236536,26.18093924517263,5306409,1992,3,2.5,3.5,1,26,+26,convergence
Slovenia,SVN,% of G7,Yugosl.: Slovenia,1952-1979,socialism,lin,38.08969805110297,86.13269715547001,48.04299910436704,1479622,1992,1,0.5,1.5,1,48,+48,convergence
Slovenia,SVN,% of G7,Yugosl.: Slovenia,1979-1989,socialism,lin,86.13269715547001,64.04586743925195,-22.086829716218062,1885870,1992,2,1.5,2.5,1,-22,-22,divergence
Slovenia,SVN,% of G7,Yugosl.: Slovenia,1989-1992,transition,lin,64.04586743925195,48.463274195324324,-15.582593243927626,1995417,1992,3,2.5,3.5,1,-16,-16,divergence
Slovenia,SVN,% of G7,Yugosl.: Slovenia,1992-2022,capitalism,lin,48.463274195324324,67.69670398001618,19.233429784691857,1995805,1992,4,3.5,4.5,1,19,+19,convergence
Ukraine,UKR,% of G7,USSR: Ukraine,1973-1989,socialism,lin,36.15978229095002,32.55081088483834,-3.608971406111678,48277070,1998,1,0.5,1.5,1,-4,-4,divergence
Ukraine,UKR,% of G7,USSR: Ukraine,1989-1998,transition,lin,32.55081088483834,12.82614113752274,-19.724669747315602,51917779,1998,2,1.5,2.5,1,-20,-20,divergence
Ukraine,UKR,% of G7,USSR: Ukraine,1998-2022,capitalism,lin,12.82614113752274,16.05534439936429,3.229203261841551,50379676,1998,3,2.5,3.5,1,3,+3,convergence
Belarus,BLR,% of S_EUR4,USSR: Belarus,1973-1989,socialism,lin,58.132310641391655,55.35910608874799,-2.773204552643662,9205662,1995,1,0.5,1.5,1,-3,-3,divergence
Belarus,BLR,% of S_EUR4,USSR: Belarus,1989-1995,transition,lin,55.35910608874799,28.644385786379843,-26.71472030236815,10158729,1995,2,1.5,2.5,1,-27,-27,divergence
Belarus,BLR,% of S_EUR4,USSR: Belarus,1995-2022,capitalism,lin,28.644385786379843,55.05510153860452,26.410715752224675,10197421,1995,3,2.5,3.5,1,26,+26,convergence
Bulgaria,BGR,% of S_EUR4,CEE: Bulgaria,1950-1975,socialism,lin,58.487576421404945,63.31732074608914,4.829744324684192,7248464,1999,1,0.5,1.5,1,5,+5,convergence
Bulgaria,BGR,% of S_EUR4,CEE: Bulgaria,1975-1989,socialism,lin,63.31732074608914,46.11939990980536,-17.197920836283778,8723102,1999,2,1.5,2.5,1,-17,-17,divergence
Bulgaria,BGR,% of S_EUR4,CEE: Bulgaria,1989-1999,transition,lin,46.11939990980536,28.714855689592063,-17.404544220213296,8936335,1999,3,2.5,3.5,1,-17,-17,divergence
Bulgaria,BGR,% of S_EUR4,CEE: Bulgaria,1999-2022,capitalism,lin,28.714855689592063,60.62737363937144,31.912517949779378,8067415,1999,4,3.5,4.5,1,32,+32,convergence
Croatia,HRV,% of S_EUR4,Yugosl.: Croatia,1952-1979,socialism,lin,53.34222051637082,82.82617981464374,29.483959298272914,3957359,1993,1,0.5,1.5,1,29,+29,convergence
Croatia,HRV,% of S_EUR4,Yugosl.: Croatia,1979-1989,socialism,lin,82.82617981464374,64.97584813695731,-17.850331677686427,4626900,1993,2,1.5,2.5,1,-18,-18,divergence
Croatia,HRV,% of S_EUR4,Yugosl.: Croatia,1989-1993,transition,lin,64.97584813695731,38.107207745100226,-26.868640391857085,4820680,1993,3,2.5,3.5,1,-27,-27,divergence
Croatia,HRV,% of S_EUR4,Yugosl.: Croatia,1993-2022,capitalism,lin,38.107207745100226,79.45317334999905,41.34596560489882,4729691,1993,4,3.5,4.5,1,41,+41,convergence
Czechia,CZE,% of S_EUR4,CEE: Czechia,1970-1975,socialism,lin,69.82783188251392,74.61838961298122,4.790557730467299,9801206,1992,1,0.5,1.5,1,5,+5,convergence
Czechia,CZE,% of S_EUR4,CEE: Czechia,1975-1989,socialism,lin,74.61838961298122,65.29237207658859,-9.326017536392627,10030738,1992,2,1.5,2.5,1,-9,-9,divergence
Czechia,CZE,% of S_EUR4,CEE: Czechia,1989-1992,transition,lin,65.29237207658859,55.48569708998997,-9.806674986598622,10305562,1992,3,2.5,3.5,1,-10,-10,divergence
Czechia,CZE,% of S_EUR4,CEE: Czechia,1992-2022,capitalism,lin,55.48569708998997,94.94132028266655,39.45562319267658,10312408,1992,4,3.5,4.5,1,39,+39,convergence
Estonia,EST,% of S_EUR4,Baltics: Estonia,1973-1989,socialism,lin,96.17165262445312,87.41180974023364,-8.75984288421948,1399299,1994,1,0.5,1.5,1,-9,-9,divergence
Estonia,EST,% of S_EUR4,Baltics: Estonia,1989-1994,transition,lin,87.41180974023364,51.19579416384377,-36.216015576389864,1567538,1994,2,1.5,2.5,1,-36,-36,divergence
Estonia,EST,% of S_EUR4,Baltics: Estonia,1994-2022,capitalism,lin,51.19579416384377,88.52306298727221,37.32726882342844,1475669,1994,3,2.5,3.5,1,37,+37,convergence
Hungary,HUN,% of S_EUR4,CEE: Hungary,1950-1975,socialism,lin,87.84247324992923,63.031217736800734,-24.811255513128494,9337826,1992,1,0.5,1.5,1,-25,-25,divergence
Hungary,HUN,% of S_EUR4,CEE: Hungary,1975-1989,socialism,lin,63.031217736800734,51.216366290632656,-11.814851446168078,10515605,1992,2,1.5,2.5,1,-12,-12,divergence
Hungary,HUN,% of S_EUR4,CEE: Hungary,1989-1992,transition,lin,51.216366290632656,39.64828725461389,-11.568079036018766,10403359,1992,3,2.5,3.5,1,-12,-12,divergence
Hungary,HUN,% of S_EUR4,CEE: Hungary,1992-2022,capitalism,lin,39.64828725461389,86.71081798928734,47.062530734673444,10371431,1992,4,3.5,4.5,1,47,+47,convergence
Latvia,LVA,% of S_EUR4,Baltics: Latvia,1973-1989,socialism,lin,87.16013390255894,72.89825615537562,-14.26187774718332,2415721,1994,1,0.5,1.5,1,-14,-14,divergence
Latvia,LVA,% of S_EUR4,Baltics: Latvia,1989-1994,transition,lin,72.89825615537562,36.91960311378194,-35.97865304159368,2664789,1994,2,1.5,2.5,1,-36,-36,divergence
Latvia,LVA,% of S_EUR4,Baltics: Latvia,1994-2022,capitalism,lin,36.91960311378194,80.14078362963052,43.22118051584858,2521185,1994,3,2.5,3.5,1,43,+43,convergence
Lithuania,LTU,% of S_EUR4,Baltics: Lithuania,1973-1989,socialism,lin,84.35143935892138,68.39244477944793,-15.958994579473455,3236175,1994,1,0.5,1.5,1,-16,-16,divergence
Lithuania,LTU,% of S_EUR4,Baltics: Lithuania,1989-1994,transition,lin,68.39244477944793,33.21137687375277,-35.18106790569516,3696048,1994,2,1.5,2.5,1,-35,-35,divergence
Lithuania,LTU,% of S_EUR4,Baltics: Lithuania,1994-2022,capitalism,lin,33.21137687375277,90.86638933490374,57.655012461150974,3654839,1994,3,2.5,3.5,1,58,+58,convergence
Poland,POL,% of S_EUR4,CEE: Poland,1950-1975,socialism,lin,86.66472190101796,63.06527761885888,-23.599444282159077,24780120,1991,1,0.5,1.5,1,-24,-24,divergence
Poland,POL,% of S_EUR4,CEE: Poland,1975-1989,socialism,lin,63.06527761885888,42.17216019205052,-20.89311742680836,33964338,1991,2,1.5,2.5,1,-21,-21,divergence
Poland,POL,% of S_EUR4,CEE: Poland,1989-1991,transition,lin,42.17216019205052,33.578454775599425,-8.593705416451094,37938044,1991,3,2.5,3.5,1,-9,-9,divergence
Poland,POL,% of S_EUR4,CEE: Poland,1991-2022,capitalism,lin,33.578454775599425,95.59199908545702,62.01354430985759,38152898,1991,4,3.5,4.5,1,62,+62,convergence
