year,ksh_kod,megye_kod,megye,telepules,telepules_tipus,ferfi,no,osszesen
2011,20109,VAS,Vas,Kőszegszerdahely,község,252,260,512
2011,29081,VAS,Vas,Lócs,község,62,68,130
2011,14021,VAS,Vas,Lukácsháza,község,558,557,1115
2011,03221,VAS,Vas,Magyarlak,község,369,399,768
2011,27289,VAS,Vas,Magyarnádalja,község,111,114,225
2011,17288,VAS,Vas,Magyarszecsőd,község,237,227,464
2011,25423,VAS,Vas,Magyarszombatfa,község,131,140,271
2011,25760,VAS,Vas,Meggyeskovácsi,község,340,347,687
2011,30872,VAS,Vas,Megyehíd,község,151,178,329
2011,14809,VAS,Vas,Mersevát,község,297,323,620
2011,31875,VAS,Vas,Mesterháza,község,75,79,154
2011,15723,VAS,Vas,Mesteri,község,145,128,273
2011,32832,VAS,Vas,Meszlen,község,112,117,229
2011,30599,VAS,Vas,Mikosszéplak,község,189,184,373
2011,03294,VAS,Vas,Molnaszecsőd,község,234,211,445
2011,06716,VAS,Vas,Nádasd,község,638,694,1332
2011,09283,VAS,Vas,Nagygeresd,község,149,147,296
2011,32920,VAS,Vas,Nagykölked,község,81,89,170
2011,15060,VAS,Vas,Nagymizdó,község,66,62,128
2011,29869,VAS,Vas,Nagyrákos,község,153,153,306
2011,26143,VAS,Vas,Nagysimonyi,község,499,538,1037
2011,24837,VAS,Vas,Nagytilaj,község,70,77,147
2011,17367,VAS,Vas,Nárai,község,631,636,1267
2011,02042,VAS,Vas,Narda,község,240,263,503
2011,24509,VAS,Vas,Nemesbőd,község,336,314,650
2011,23320,VAS,Vas,Nemescsó,község,155,159,314
2011,03674,VAS,Vas,Nemeskeresztúr,község,140,162,302
2011,02839,VAS,Vas,Nemeskocs,község,160,175,335
2011,24059,VAS,Vas,Nemeskolta,község,189,192,381
2011,26240,VAS,Vas,Nemesládony,község,69,67,136
2011,31556,VAS,Vas,Nemesmedves,község,12,8,20
2011,09672,VAS,Vas,Nemesrempehollós,község,142,145,287
2011,10843,VAS,Vas,Nick,község,267,274,541
2011,22318,VAS,Vas,Nyőgér,község,157,171,328
2011,19743,VAS,Vas,Olaszfa,község,208,226,434
2011,22044,VAS,Vas,Ólmod,község,55,53,108
2011,17093,VAS,Vas,Orfalu,község,38,33,71
2011,32629,VAS,Vas,Ostffyasszonyfa,község,410,423,833
2011,07667,VAS,Vas,Oszkó,község,333,331,664
2011,12043,VAS,Vas,Ölbő,község,378,382,760
2011,13453,VAS,Vas,Őrimagyarósd,község,114,116,230
2011,07162,VAS,Vas,Pácsony,község,151,144,295
2011,23108,VAS,Vas,Pankasz,község,231,231,462
2011,14067,VAS,Vas,Pápoc,község,148,188,336
2011,14988,VAS,Vas,Pecöl,község,384,428,812
2011,13684,VAS,Vas,Perenye,község,350,357,707
2011,08882,VAS,Vas,Peresznye,község,331,375,706
2011,11572,VAS,Vas,Petőmihályfa,község,114,122,236
2011,06248,VAS,Vas,Pinkamindszent,község,81,90,171
2011,20367,VAS,Vas,Pornóapáti,község,187,206,393
2011,29896,VAS,Vas,Porpác,község,74,79,153
2011,15671,VAS,Vas,Pósfa,község,147,125,272
2011,10311,VAS,Vas,Pusztacsó,község,70,88,158
2011,07278,VAS,Vas,Püspökmolnári,község,428,473,901
2011,26736,VAS,Vas,Rábagyarmat,község,401,402,803
2011,03197,VAS,Vas,Rábahídvég,község,502,512,1014
2011,26073,VAS,Vas,Rábapaty,község,843,867,1710
2011,17996,VAS,Vas,Rábatöttös,község,119,114,233
2011,07551,VAS,Vas,Rádóckölked,község,149,137,286
2011,23861,VAS,Vas,Rátót,község,163,136,299
2011,28626,VAS,Vas,Répceszentgyörgy,község,51,64,115
2011,26806,VAS,Vas,Rönök,község,230,210,440
2011,10597,VAS,Vas,Rum,község,527,592,1119
2011,10579,VAS,Vas,Sajtoskál,község,212,206,418
2011,18883,VAS,Vas,Salköveskút,község,248,240,488
2011,09788,VAS,Vas,Sárfimizdó,község,42,58,100
2011,10278,VAS,Vas,Sé,község,669,705,1374
2011,26763,VAS,Vas,Simaság,község,297,309,606
2011,30748,VAS,Vas,Sitke,község,338,354,692
2011,07171,VAS,Vas,Sorkifalud,község,340,345,685
2011,27960,VAS,Vas,Sorkikápolna,község,138,137,275
2011,29692,VAS,Vas,Sorokpolány,község,413,435,848
2011,22983,VAS,Vas,Sótony,község,320,310,630
2011,24800,VAS,Vas,Söpte,község,412,425,837
2011,16504,VAS,Vas,Szaknyér,község,29,28,57
2011,20932,VAS,Vas,Szakonyfalu,község,199,189,388
2011,10223,VAS,Vas,Szalafő,község,108,116,224
2011,17729,VAS,Vas,Szarvaskend,község,118,108,226
2011,02440,VAS,Vas,Szatta,község,44,39,83
2011,33172,VAS,Vas,Szeleste,község,341,352,693
2011,27997,VAS,Vas,Szemenye,község,151,163,314
2011,21254,VAS,Vas,Szentpéterfa,község,511,524,1035
2011,27793,VAS,Vas,Szergény,község,177,184,361
2011,19521,VAS,Vas,Szőce,község,180,190,370
2011,16212,VAS,Vas,Tanakajd,község,374,371,745
2011,32045,VAS,Vas,Táplánszentkereszt,község,1297,1360,2657
2011,29568,VAS,Vas,Telekes,község,271,290,561
2011,09229,VAS,Vas,Tokorcs,község,177,180,357
2011,12335,VAS,Vas,Tompaládony,község,164,164,328
2011,34087,VAS,Vas,Tormásliget,község,160,153,313
2011,29878,VAS,Vas,Torony,község,952,978,1930
2011,05166,VAS,Vas,Tömörd,község,137,134,271
2011,21537,VAS,Vas,Uraiújfalu,község,454,442,896
2011,31051,VAS,Vas,Vámoscsalád,község,156,172,328
2011,02884,VAS,Vas,Vasalja,község,164,177,341
2011,09195,VAS,Vas,Vásárosmiske,község,180,178,358
2011,20394,VAS,Vas,Vasasszonyfa,község,191,176,367
2011,15334,VAS,Vas,Vasegerszeg,község,192,207,399
2011,20349,VAS,Vas,Vashosszúfalu,község,194,203,397
2011,30702,VAS,Vas,Vaskeresztes,község,168,189,357
2011,25982,VAS,Vas,Vassurány,község,435,414,849
2011,29373,VAS,Vas,Vasszécseny,község,707,724,1431
2011,11633,VAS,Vas,Vasszentmihály,község,170,184,354
2011,12104,VAS,Vas,Vasszilvágy,község,212,214,426
2011,02246,VAS,Vas,Vát,község,341,352,693
2011,26000,VAS,Vas,Velem,község,173,183,356
2011,18430,VAS,Vas,Velemér,község,42,35,77
2011,07940,VAS,Vas,Viszák,község,141,130,271
2011,03142,VAS,Vas,Vönöck,község,392,378,770
2011,21643,VAS,Vas,Zsédeny,község,101,104,205
2011,12292,VAS,Vas,Zsennye,község,53,54,107
2011,11767,VES,Veszprém,Veszprém,megyeszékhely,27530,30578,58108
2011,06673,VES,Veszprém,Ajka,város,14739,15729,30468
2011,22327,VES,Veszprém,Badacsonytomaj,város,1120,1236,2356
2011,05838,VES,Veszprém,Balatonalmádi,város,4564,4776,9340
2011,21175,VES,Veszprém,Balatonfüred,város,6540,7224,13764
2011,02219,VES,Veszprém,Balatonfűzfő,város,2224,2299,4523
2011,05148,VES,Veszprém,Balatonkenese,város,1784,1789,3573
2011,33127,VES,Veszprém,Berhida,város,3024,3048,6072
2011,32276,VES,Veszprém,Devecser,város,2424,2539,4963
2011,23658,VES,Veszprém,Herend,város,1725,1794,3519
2011,31945,VES,Veszprém,Pápa,város,15249,16655,31904
2011,25593,VES,Veszprém,Sümeg,város,3140,3362,6502
2011,29434,VES,Veszprém,Tapolca,város,8032,8817,16849
2011,11439,VES,Veszprém,Várpalota,város,10370,11033,21403
2011,26499,VES,Veszprém,Zirc,város,3459,3623,7082
2011,34254,VES,Veszprém,Pétfürdő,nagyközség,2326,2597,4923
2011,05625,VES,Veszprém,Révfülöp,nagyközség,595,614,1209
2011,04561,VES,Veszprém,Ábrahámhegy,község,275,290,565
2011,07302,VES,Veszprém,Adásztevel,község,413,429,842
2011,31307,VES,Veszprém,Adorjánháza,község,213,220,433
2011,30526,VES,Veszprém,Alsóörs,község,793,782,1575
2011,28370,VES,Veszprém,Apácatorna,község,97,93,190
2011,07339,VES,Veszprém,Aszófő,község,225,212,437
2011,03267,VES,Veszprém,Badacsonytördemic,község,451,478,929
2011,23746,VES,Veszprém,Bakonybél,község,631,639,1270
2011,29513,VES,Veszprém,Bakonyjákó,község,348,325,673
2011,07287,VES,Veszprém,Bakonykoppány,község,102,108,210
2011,25991,VES,Veszprém,Bakonynána,község,500,536,1036
2011,30410,VES,Veszprém,Bakonyoszlop,község,255,234,489
2011,06327,VES,Veszprém,Bakonypölöske,község,198,203,401
2011,29902,VES,Veszprém,Bakonyság,község,34,44,78
2011,23922,VES,Veszprém,Bakonyszentiván,község,113,117,230
2011,22813,VES,Veszprém,Bakonyszentkirály,község,462,463,925
2011,26417,VES,Veszprém,Bakonyszücs,község,175,164,339
2011,24129,VES,Veszprém,Bakonytamási,község,370,353,723
2011,25308,VES,Veszprém,Balatonakali,község,358,347,705
2011,03072,VES,Veszprém,Balatoncsicsó,község,104,127,231
2011,12238,VES,Veszprém,Balatonederics,község,530,569,1099
2011,29461,VES,Veszprém,Balatonfőkajár,község,689,681,1370
2011,03638,VES,Veszprém,Balatonhenye,község,62,62,124
2011,33844,VES,Veszprém,Balatonrendes,község,78,71,149
2011,17154,VES,Veszprém,Balatonszepezd,község,222,216,438
2011,28501,VES,Veszprém,Balatonszőlős,község,325,308,633
2011,15565,VES,Veszprém,Balatonudvari,község,191,187,378
2011,03559,VES,Veszprém,Balatonvilágos,község,703,704,1407
2011,14173,VES,Veszprém,Bánd,község,323,362,685
2011,15778,VES,Veszprém,Barnag,község,77,69,146
2011,07427,VES,Veszprém,Bazsi,község,205,222,427
2011,22901,VES,Veszprém,Béb,község,124,140,264
2011,27058,VES,Veszprém,Békás,község,106,113,219
2011,04321,VES,Veszprém,Bodorfa,község,63,53,116
2011,04765,VES,Veszprém,Borszörcsök,község,195,219,414
2011,30252,VES,Veszprém,Borzavár,község,364,377,741
2011,30924,VES,Veszprém,Csabrendek,község,1600,1540,3140
2011,16072,VES,Veszprém,Csajág,község,445,432,877
2011,20251,VES,Veszprém,Csehbánya,község,138,143,281
2011,24642,VES,Veszprém,Csesznek,község,281,282,563
2011,31699,VES,Veszprém,Csetény,község,964,988,1952
2011,02185,VES,Veszprém,Csopak,község,984,1073,2057
2011,32878,VES,Veszprém,Csót,község,520,544,1064
2011,32814,VES,Veszprém,Csögle,község,342,363,705
2011,17172,VES,Veszprém,Dabronc,község,263,253,516
2011,28237,VES,Veszprém,Dabrony,község,223,207,430
2011,20154,VES,Veszprém,Dáka,község,339,348,687
2011,10870,VES,Veszprém,Doba,község,251,264,515
2011,29470,VES,Veszprém,Döbrönte,község,134,133,267
2011,06363,VES,Veszprém,Dörgicse,község,153,164,317
2011,02936,VES,Veszprém,Dudar,község,871,917,1788
2011,33871,VES,Veszprém,Egeralja,község,121,121,242
2011,10445,VES,Veszprém,Egyházaskesző,község,248,277,525
2011,33941,VES,Veszprém,Eplény,község,271,285,556
2011,10250,VES,Veszprém,Farkasgyepű,község,180,191,371
2011,24369,VES,Veszprém,Felsőörs,község,847,797,1644
2011,12742,VES,Veszprém,Ganna,község,166,149,315
2011,09292,VES,Veszprém,Gecse,község,219,225,444
2011,16717,VES,Veszprém,Gic,község,196,187,383
2011,18193,VES,Veszprém,Gógánfa,község,402,408,810
2011,28671,VES,Veszprém,Gyepükaján,község,175,206,381
2011,09520,VES,Veszprém,Gyulakeszi,község,363,360,723
2011,15361,VES,Veszprém,Hajmáskér,község,1508,1627,3135
2011,07898,VES,Veszprém,Halimba,község,588,606,1194
2011,25566,VES,Veszprém,Hárskút,község,333,336,669
2011,02422,VES,Veszprém,Hegyesd,község,88,99,187
2011,25803,VES,Veszprém,Hegymagas,község,150,158,308
2011,15088,VES,Veszprém,Hetyefő,község,43,50,93
2011,20756,VES,Veszprém,Hidegkút,község,224,221,445
2011,27818,VES,Veszprém,Homokbödöge,község,372,379,751
2011,07250,VES,Veszprém,Hosztót,község,39,43,82
2011,28015,VES,Veszprém,Iszkáz,község,197,171,368
2011,17437,VES,Veszprém,Jásd,község,374,397,771
2011,19141,VES,Veszprém,Kamond,község,237,209,446
2011,14553,VES,Veszprém,Kapolcs,község,187,214,401
2011,14270,VES,Veszprém,Káptalanfa,község,436,432,868
2011,05634,VES,Veszprém,Káptalantóti,község,244,233,477
2011,08749,VES,Veszprém,Karakószörcsök,község,170,148,318
2011,26037,VES,Veszprém,Kékkút,község,61,37,98
2011,19734,VES,Veszprém,Kemeneshőgyész,község,246,263,509
2011,12478,VES,Veszprém,Kemenesszentpéter,község,322,351,673
2011,25654,VES,Veszprém,Kerta,község,338,320,658
2011,05421,VES,Veszprém,Királyszentistván,község,252,254,506
2011,07931,VES,Veszprém,Kisapáti,község,197,182,379
2011,29072,VES,Veszprém,Kisberzseny,község,51,58,109
2011,23700,VES,Veszprém,Kiscsősz,község,66,72,138
2011,30173,VES,Veszprém,Kislőd,község,672,619,1291
2011,04288,VES,Veszprém,Kispirit,község,44,54,98
2011,23001,VES,Veszprém,Kisszőlős,község,74,76,150
2011,30182,VES,Veszprém,Kolontár,község,382,410,792
2011,23454,VES,Veszprém,Kővágóörs,község,456,442,898
2011,25858,VES,Veszprém,Köveskál,község,205,204,409
2011,26541,VES,Veszprém,Kup,község,257,238,495
2011,16142,VES,Veszprém,Külsővat,község,355,413,768
2011,04066,VES,Veszprém,Küngös,község,278,278,556
2011,17570,VES,Veszprém,Lesencefalu,község,157,181,338
2011,21962,VES,Veszprém,Lesenceistvánd,község,511,489,1000
2011,17871,VES,Veszprém,Lesencetomaj,község,589,602,1191
2011,04552,VES,Veszprém,Litér,község,1082,1082,2164
2011,18856,VES,Veszprém,Lókút,község,233,240,473
2011,05564,VES,Veszprém,Lovas,község,236,216,452
2011,05087,VES,Veszprém,Lovászpatona,község,645,635,1280
2011,26374,VES,Veszprém,Magyargencs,község,255,280,535
2011,20437,VES,Veszprém,Magyarpolány,község,609,644,1253
2011,03610,VES,Veszprém,Malomsok,község,280,281,561
2011,29294,VES,Veszprém,Marcalgergelyi,község,211,212,423
2011,22220,VES,Veszprém,Marcaltő,község,401,406,807
2011,32212,VES,Veszprém,Márkó,község,618,610,1228
2011,04987,VES,Veszprém,Megyer,község,27,17,44
2011,27137,VES,Veszprém,Mencshely,község,129,140,269
2011,23560,VES,Veszprém,Mezőlak,község,509,532,1041
2011,04668,VES,Veszprém,Mihályháza,község,401,371,772
2011,04534,VES,Veszprém,Mindszentkálla,község,143,150,293
2011,24040,VES,Veszprém,Monostorapáti,község,585,595,1180
2011,22512,VES,Veszprém,Monoszló,község,73,66,139
2011,23551,VES,Veszprém,Nagyacsád,község,316,342,658
2011,27979,VES,Veszprém,Nagyalásony,község,273,248,521
2011,10001,VES,Veszprém,Nagydém,község,184,209,393
2011,23180,VES,Veszprém,Nagyesztergár,község,621,615,1236
2011,08262,VES,Veszprém,Nagygyimót,község,297,302,599
2011,21403,VES,Veszprém,Nagypirit,község,144,148,292
2011,25201,VES,Veszprém,Nagytevel,község,295,265,560
2011,19196,VES,Veszprém,Nagyvázsony,község,931,885,1816
2011,05652,VES,Veszprém,Nemesgörzsöny,község,340,360,700
2011,02787,VES,Veszprém,Nemesgulács,község,500,511,1011
2011,05555,VES,Veszprém,Nemeshany,község,217,213,430
2011,21759,VES,Veszprém,Nemesszalók,község,492,459,951
2011,02194,VES,Veszprém,Nemesvámos,község,1395,1314,2709
2011,28422,VES,Veszprém,Nemesvita,község,195,196,391
2011,10409,VES,Veszprém,Németbánya,község,50,50,100
2011,26523,VES,Veszprém,Nóráp,község,106,114,220
2011,14757,VES,Veszprém,Noszlop,község,549,505,1054
2011,29009,VES,Veszprém,Nyárád,község,488,486,974
2011,24004,VES,Veszprém,Nyirád,község,974,1018,1992
2011,23913,VES,Veszprém,Óbudavár,község,33,27,60
2011,26514,VES,Veszprém,Olaszfalu,község,537,570,1107
2011,16595,VES,Veszprém,Oroszi,község,73,73,146
2011,28112,VES,Veszprém,Öcs,község,103,119,222
2011,10092,VES,Veszprém,Örvényes,község,87,85,172
2011,24068,VES,Veszprém,Ősi,község,1086,1083,2169
2011,25450,VES,Veszprém,Öskü,község,1144,1151,2295
2011,17011,VES,Veszprém,Paloznak,község,256,250,506
2011,19868,VES,Veszprém,Pápadereske,község,151,139,290
2011,11855,VES,Veszprém,Pápakovácsi,község,283,305,588
2011,21607,VES,Veszprém,Pápasalamon,község,181,180,361
2011,31255,VES,Veszprém,Pápateszér,község,634,629,1263
2011,07348,VES,Veszprém,Papkeszi,község,821,803,1624
2011,22451,VES,Veszprém,Pécsely,község,291,290,581
2011,15547,VES,Veszprém,Pénzesgyőr,község,174,184,358
2011,23515,VES,Veszprém,Porva,község,245,240,485
2011,11420,VES,Veszprém,Pula,község,107,104,211
2011,28972,VES,Veszprém,Pusztamiske,község,211,228,439
2011,03948,VES,Veszprém,Raposka,község,127,133,260
2011,25849,VES,Veszprém,Rigács,község,96,101,197
2011,30793,VES,Veszprém,Salföld,község,33,41,74
2011,13772,VES,Veszprém,Sáska,község,149,148,297
2011,03601,VES,Veszprém,Sóly,község,230,249,479
2011,05157,VES,Veszprém,Somlójenő,község,166,162,328
2011,25779,VES,Veszprém,Somlószőlős,község,348,343,691
2011,26569,VES,Veszprém,Somlóvásárhely,község,599,601,1200
2011,14243,VES,Veszprém,Somlóvecse,község,52,58,110
2011,05388,VES,Veszprém,Sümegprága,község,295,357,652
2011,16489,VES,Veszprém,Szápár,község,249,270,519
2011,03568,VES,Veszprém,Szentantalfa,község,218,236,454
2011,07092,VES,Veszprém,Szentbékkálla,község,106,113,219
2011,07922,VES,Veszprém,Szentgál,község,1439,1451,2890
2011,10065,VES,Veszprém,Szentimrefalva,község,115,114,229
2011,11545,VES,Veszprém,Szentjakabfa,község,59,55,114
2011,16267,VES,Veszprém,Szentkirályszabadja,község,1069,1055,2124
2011,24891,VES,Veszprém,Szigliget,község,471,489,960
2011,16692,VES,Veszprém,Szőc,község,214,232,446
2011,17039,VES,Veszprém,Tagyon,község,50,49,99
2011,13125,VES,Veszprém,Takácsi,község,466,442,908
2011,17321,VES,Veszprém,Taliándörögd,község,330,338,668
2011,20570,VES,Veszprém,Tés,község,439,429,868
2011,30465,VES,Veszprém,Tihany,község,664,727,1391
2011,02714,VES,Veszprém,Tótvázsony,község,645,668,1313
2011,04631,VES,Veszprém,Tüskevár,község,299,297,596
2011,24767,VES,Veszprém,Ugod,község,709,723,1432
2011,23010,VES,Veszprém,Ukk,község,176,174,350
2011,20853,VES,Veszprém,Úrkút,község,1047,1095,2142
2011,34218,VES,Veszprém,Uzsa,község,180,176,356
2011,21777,VES,Veszprém,Vanyola,község,292,303,595
2011,26204,VES,Veszprém,Várkesző,község,91,103,194
2011,07065,VES,Veszprém,Városlőd,község,694,703,1397
2011,26648,VES,Veszprém,Vaszar,község,809,822,1631
2011,16656,VES,Veszprém,Vászoly,község,123,135,258
2011,21430,VES,Veszprém,Veszprémfajsz,község,132,126,258
2011,19336,VES,Veszprém,Veszprémgalsa,község,140,146,286
2011,09502,VES,Veszprém,Vid,község,85,76,161
2011,09733,VES,Veszprém,Vigántpetend,község,112,112,224
2011,15705,VES,Veszprém,Vilonya,község,344,332,676
2011,24651,VES,Veszprém,Vinár,község,128,125,253
2011,11703,VES,Veszprém,Vöröstó,község,52,47,99
2011,29993,VES,Veszprém,Zalaerdőd,község,151,176,327
2011,27207,VES,Veszprém,Zalagyömörő,község,223,247,470
2011,12654,VES,Veszprém,Zalahaláp,község,648,639,1287
2011,33039,VES,Veszprém,Zalameggyes,község,36,26,62
2011,23597,VES,Veszprém,Zalaszegvár,község,75,93,168
2011,20826,VES,Veszprém,Zánka,község,481,507,988
2011,32054,ZAL,Zala,Zalaegerszeg,megyeszékhely,28075,31389,59464
2011,30933,ZAL,Zala,Nagykanizsa,megyei jogú város,23680,26573,50253
2011,03814,ZAL,Zala,Hévíz,város,2266,2709,4975
2011,18421,ZAL,Zala,Keszthely,város,9486,10888,20374
2011,12575,ZAL,Zala,Lenti,város,4062,4329,8391
2011,12122,ZAL,Zala,Letenye,város,2048,2296,4344
2011,31741,ZAL,Zala,Pacsa,város,882,924,1806
2011,11785,ZAL,Zala,Zalakaros,város,1074,1141,2215
2011,30313,ZAL,Zala,Zalalövő,város,1500,1553,3053
2011,32522,ZAL,Zala,Zalaszentgrót,város,3310,3586,6896
2011,23302,ZAL,Zala,Gyenesdiás,nagyközség,1866,1986,3852
2011,12919,ZAL,Zala,Vonyarcvashegy,nagyközség,1137,1225,2362
2011,02644,ZAL,Zala,Alibánfa,község,241,215,456
2011,23384,ZAL,Zala,Almásháza,község,38,33,71
2011,19512,ZAL,Zala,Alsónemesapáti,község,344,378,722
2011,32081,ZAL,Zala,Alsópáhok,község,659,740,1399
2011,18829,ZAL,Zala,Alsórajk,község,169,203,372
2011,08767,ZAL,Zala,Alsószenterzsébet,község,41,37,78
2011,21263,ZAL,Zala,Babosdöbréte,község,259,261,520
2011,11059,ZAL,Zala,Baglad,község,27,34,61
2011,30368,ZAL,Zala,Bagod,község,677,633,1310
2011,04738,ZAL,Zala,Bak,község,778,861,1639
2011,15097,ZAL,Zala,Baktüttös,község,170,179,349
2011,17002,ZAL,Zala,Balatongyörök,község,581,610,1191
2011,26462,ZAL,Zala,Balatonmagyaród,község,229,269,498
2011,08439,ZAL,Zala,Bánokszentgyörgy,község,333,329,662
2011,27447,ZAL,Zala,Barlahida,község,89,87,176
2011,24864,ZAL,Zala,Batyk,község,201,214,415
2011,18698,ZAL,Zala,Bázakerettye,község,416,410,826
2011,23144,ZAL,Zala,Becsehely,község,1063,1150,2213
2011,18360,ZAL,Zala,Becsvölgye,község,395,442,837
2011,09168,ZAL,Zala,Belezna,község,396,394,790
2011,20950,ZAL,Zala,Belsősárd,község,53,51,104
2011,12830,ZAL,Zala,Bezeréd,község,74,98,172
2011,17543,ZAL,Zala,Bocfölde,község,585,578,1163
2011,31291,ZAL,Zala,Bocska,község,177,196,373
2011,19929,ZAL,Zala,Bókaháza,község,153,163,316
2011,10782,ZAL,Zala,Boncodfölde,község,171,172,343
2011,10056,ZAL,Zala,Borsfa,község,373,387,760
2011,22877,ZAL,Zala,Böde,község,133,179,312
2011,04163,ZAL,Zala,Bödeháza,község,27,33,60
2011,21139,ZAL,Zala,Börzönce,község,28,29,57
2011,20613,ZAL,Zala,Búcsúszentlászló,község,391,426,817
2011,07986,ZAL,Zala,Bucsuta,község,109,116,225
2011,06132,ZAL,Zala,Csapi,község,80,89,169
2011,23436,ZAL,Zala,Csatár,község,250,295,545
2011,07135,ZAL,Zala,Cserszegtomaj,község,1428,1429,2857
2011,10649,ZAL,Zala,Csertalakos,község,20,16,36
2011,02583,ZAL,Zala,Csesztreg,község,448,425,873
2011,31149,ZAL,Zala,Csonkahegyhát,község,171,194,365
2011,27492,ZAL,Zala,Csöde,község,45,40,85
2011,29364,ZAL,Zala,Csömödér,község,308,332,640
2011,33978,ZAL,Zala,Csörnyeföld,község,190,265,455
2011,28778,ZAL,Zala,Dióskál,község,252,265,517
2011,25885,ZAL,Zala,Dobri,község,86,116,202
2011,32708,ZAL,Zala,Dobronhegy,község,76,69,145
2011,07782,ZAL,Zala,Döbröce,község,40,33,73
2011,16009,ZAL,Zala,Dötk,község,12,13,25
2011,24262,ZAL,Zala,Egeraracsa,község,169,185,354
2011,33428,ZAL,Zala,Egervár,község,512,552,1064
2011,06178,ZAL,Zala,Eszteregnye,község,346,377,723
2011,15769,ZAL,Zala,Esztergályhorváti,község,236,240,476
2011,11642,ZAL,Zala,Felsőpáhok,község,308,342,650
2011,21476,ZAL,Zala,Felsőrajk,község,392,376,768
2011,30890,ZAL,Zala,Felsőszenterzsébet,község,8,7,15
2011,19187,ZAL,Zala,Fityeház,község,320,362,682
2011,16531,ZAL,Zala,Fűzvölgy,község,57,75,132
2011,17516,ZAL,Zala,Gáborjánháza,község,37,43,80
2011,12991,ZAL,Zala,Galambok,község,687,649,1336
2011,12946,ZAL,Zala,Garabonc,község,364,381,745
2011,08068,ZAL,Zala,Gellénháza,község,806,836,1642
2011,12089,ZAL,Zala,Gelse,község,557,576,1133
