cntr_group,country,Code,cntr_region,era,varname,value,value_end,era_col,scaling,change_val,change_val_lab,change_lab,change_sign,era_num,pop,type_scale,sel_var
Baltics,Estonia,EST,Baltics: Estonia,1950-1965,value,4.195126110391153,4.258657714472463,socialism,1,0.06353160408130964,0.06,+0.06,increase,1,1102004,logratio,value
Baltics,Estonia,EST,Baltics: Estonia,1965-1989,value,4.258657714472463,4.255584340621495,socialism,1,-0.00307337385096762,-0,+0,no change,2,1292753,logratio,value
Baltics,Estonia,EST,Baltics: Estonia,1989-1995,value,4.255584340621495,4.2167730871613,transition,1,-0.03881125346019498,-0.04,-0.04,decrease,3,1567538,logratio,value
Baltics,Estonia,EST,Baltics: Estonia,1995-2023,value,4.2167730871613,4.371389005185108,capitalism,1,0.1546159180238078,0.15,+0.15,increase,4,1452730,logratio,value
world regions,G7,G7,world regions: G7,1950-1965,value,4.188272964516715,4.2564680171380065,socialism,1,0.06819505262129155,0.07,+0.07,increase,1,462630950,logratio,value
world regions,G7,G7,world regions: G7,1965-1989,value,4.2564680171380065,4.334382245090463,socialism,1,0.07791422795245673,0.08,+0.08,increase,2,546834533,logratio,value
world regions,G7,G7,world regions: G7,1989-1995,value,4.334382245090463,4.346012985329902,transition,1,0.011630740239438886,0.01,+0.01,increase,3,650839180,logratio,value
world regions,G7,G7,world regions: G7,1995-2023,value,4.346012985329902,4.3993365371677,capitalism,1,0.05332355183779747,0.05,+0.05,increase,4,679107311,logratio,value
world regions,Germany,DE,world regions: Germany,1950-1965,value,4.201870731159109,4.2573856053948065,socialism,1,0.055514874235697675,0.06,+0.06,increase,1,69847722,logratio,value
world regions,Germany,DE,world regions: Germany,1965-1989,value,4.2573856053948065,4.323695474612294,socialism,1,0.06630986921748772,0.07,+0.07,increase,2,75966929,logratio,value
world regions,Germany,DE,world regions: Germany,1989-1995,value,4.323695474612294,4.337963716947637,transition,1,0.014268242335342407,0.01,+0.01,increase,3,79007007,logratio,value
world regions,Germany,DE,world regions: Germany,1995-2023,value,4.337963716947637,4.399101279701801,capitalism,1,0.0611375627541646,0.06,+0.06,increase,4,82019850,logratio,value
CEE,Hungary,HUN,CEE: Hungary,1950-1965,value,4.129364155323141,4.236259258223277,socialism,1,0.10689510290013615,0.11,+0.11,increase,1,9337826,logratio,value
CEE,Hungary,HUN,CEE: Hungary,1965-1989,value,4.236259258223277,4.239807613651793,socialism,1,0.003548355428516281,0,+0,no change,2,10141073,logratio,value
CEE,Hungary,HUN,CEE: Hungary,1989-1995,value,4.239807613651793,4.2480508576109335,transition,1,0.008243243959140223,0.01,+0.01,increase,3,10403359,logratio,value
CEE,Hungary,HUN,CEE: Hungary,1995-2023,value,4.2480508576109335,4.344117061600661,capitalism,1,0.09606620398972776,0.1,+0.1,increase,4,10322744,logratio,value
world regions,LAT_AM,LAT_AM,world regions: LAT_AM,1950-1965,value,3.910794401243578,4.055265372811039,socialism,1,0.14447097156746125,0.14,+0.14,increase,1,129239802,logratio,value
world regions,LAT_AM,LAT_AM,world regions: LAT_AM,1965-1989,value,4.055265372811039,4.216370345983346,socialism,1,0.1611049731723071,0.16,+0.16,increase,2,194869623,logratio,value
world regions,LAT_AM,LAT_AM,world regions: LAT_AM,1989-1995,value,4.216370345983346,4.245086135958181,transition,1,0.028715789974834927,0.03,+0.03,increase,3,337079546,logratio,value
world regions,LAT_AM,LAT_AM,world regions: LAT_AM,1995-2023,value,4.245086135958181,4.333870213495445,capitalism,1,0.08878407753726414,0.09,+0.09,increase,4,374006763,logratio,value
Baltics,Latvia,LVA,Baltics: Latvia,1950-1965,value,4.1677870749115415,4.26582562819915,socialism,1,0.09803855328760847,0.1,+0.1,increase,1,1918675,logratio,value
Baltics,Latvia,LVA,Baltics: Latvia,1965-1989,value,4.26582562819915,4.2542429778372925,socialism,1,-0.01158265036185746,-0.01,-0.01,decrease,2,2252726,logratio,value
Baltics,Latvia,LVA,Baltics: Latvia,1989-1995,value,4.2542429778372925,4.189585042627782,transition,1,-0.06465793520951024,-0.06,-0.06,decrease,3,2664789,logratio,value
Baltics,Latvia,LVA,Baltics: Latvia,1995-2023,value,4.189585042627782,4.3332275954650665,capitalism,1,0.14364255283728422,0.14,+0.14,increase,4,2485908,logratio,value
Baltics,Lithuania,LTU,Baltics: Lithuania,1950-1965,value,4.1906875418383756,4.272411246537499,socialism,1,0.08172370469912327,0.08,+0.08,increase,1,2432951,logratio,value
Baltics,Lithuania,LTU,Baltics: Lithuania,1965-1989,value,4.272411246537499,4.271613096194495,socialism,1,-7.981503430034564e-4,-0,+0,no change,2,2965212,logratio,value
Baltics,Lithuania,LTU,Baltics: Lithuania,1989-1995,value,4.271613096194495,4.23437313571469,transition,1,-0.03723996047980549,-0.04,-0.04,decrease,3,3696048,logratio,value
Baltics,Lithuania,LTU,Baltics: Lithuania,1995-2023,value,4.23437313571469,4.331062233563428,capitalism,1,0.09668909784873847,0.1,+0.1,increase,4,3626997,logratio,value
CEE,Poland,POL,CEE: Poland,1950-1965,value,4.066169685247404,4.2396692645882395,socialism,1,0.17349957934083537,0.17,+0.17,increase,1,24780120,logratio,value
CEE,Poland,POL,CEE: Poland,1965-1989,value,4.2396692645882395,4.2600863759779,socialism,1,0.020417111389660292,0.02,+0.02,increase,2,31288294,logratio,value
CEE,Poland,POL,CEE: Poland,1989-1995,value,4.2600863759779,4.276093733012215,transition,1,0.016007357034315106,0.02,+0.02,increase,3,37938044,logratio,value
CEE,Poland,POL,CEE: Poland,1995-2023,value,4.276093733012215,4.36479018692067,capitalism,1,0.08869645390845537,0.09,+0.09,increase,4,38364630,logratio,value
CEE,Romania,ROU,CEE: Romania,1950-1965,value,4.1027805457097415,4.225173974449762,socialism,1,0.12239342874002013,0.12,+0.12,increase,1,16397220,logratio,value
CEE,Romania,ROU,CEE: Romania,1965-1989,value,4.225173974449762,4.241989842030848,socialism,1,0.01681586758108633,0.02,+0.02,increase,2,18713016,logratio,value
CEE,Romania,ROU,CEE: Romania,1989-1995,value,4.241989842030848,4.238776741464335,transition,1,-0.0032131005665130274,-0,+0,no change,3,22887592,logratio,value
CEE,Romania,ROU,CEE: Romania,1995-2023,value,4.238776741464335,4.329918534738221,capitalism,1,0.09114179327388605,0.09,+0.09,increase,4,22657664,logratio,value
USSR,Russia,RUS,USSR: Russia,1950-1965,value,4.015883797061877,4.2382183293027005,socialism,1,0.2223345322408239,0.22,+0.22,increase,1,103392314,logratio,value
USSR,Russia,RUS,USSR: Russia,1965-1989,value,4.2382183293027005,4.2440109167609386,socialism,1,0.005792587458238074,0.01,+0.01,increase,2,126634148,logratio,value
USSR,Russia,RUS,USSR: Russia,1989-1995,value,4.2440109167609386,4.158797142166834,transition,1,-0.08521377459410484,-0.09,-0.09,decrease,3,148281823,logratio,value
USSR,Russia,RUS,USSR: Russia,1995-2023,value,4.158797142166834,4.292568175109379,capitalism,1,0.133771032942545,0.13,+0.13,increase,4,148291356,logratio,value
world regions,S_EUR4,S_EUR4,world regions: S_EUR4,1950-1965,value,4.1567096014781315,4.251322903347,socialism,1,0.0946133018688684,0.09,+0.09,increase,1,90538481,logratio,value
world regions,S_EUR4,S_EUR4,world regions: S_EUR4,1965-1989,value,4.251322903347,4.34086960061224,socialism,1,0.08954669726523967,0.09,+0.09,increase,2,101002195,logratio,value
world regions,S_EUR4,S_EUR4,world regions: S_EUR4,1989-1995,value,4.34086960061224,4.3555680811032955,transition,1,0.014698480491055932,0.01,+0.01,increase,3,116225538,logratio,value
world regions,S_EUR4,S_EUR4,world regions: S_EUR4,1995-2023,value,4.3555680811032955,4.424123633388679,capitalism,1,0.06855555228538357,0.07,+0.07,increase,4,118006877,logratio,value
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1950-1965,value,4.008922830168105,4.229998076552716,socialism,1,0.2210752463846113,0.22,+0.22,increase,1,6009148,logratio,value
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1965-1989,value,4.229998076552716,4.281371697064373,socialism,1,0.05137362051165706,0.05,+0.05,increase,2,7031084,logratio,value
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1989-1995,value,4.281371697064373,4.286704454797556,transition,1,0.00533275773318298,0.01,+0.01,increase,3,7881211,logratio,value
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1995-2023,value,4.286704454797556,4.340804820653128,capitalism,1,0.05410036585557165,0.05,+0.05,increase,4,7823230,logratio,value
CEE,Slovakia,SVK,CEE: Slovakia,1950-1965,value,4.107188392633915,4.252538485683731,socialism,1,0.1453500930498155,0.15,+0.15,increase,1,3465707,logratio,value
CEE,Slovakia,SVK,CEE: Slovakia,1965-1989,value,4.252538485683731,4.261799207675722,socialism,1,0.009260721991990906,0.01,+0.01,increase,2,4364999,logratio,value
CEE,Slovakia,SVK,CEE: Slovakia,1989-1995,value,4.261799207675722,4.280183536753964,transition,1,0.018384329078242168,0.02,+0.02,increase,3,5249882,logratio,value
CEE,Slovakia,SVK,CEE: Slovakia,1995-2023,value,4.280183536753964,4.361076198897509,capitalism,1,0.08089266214354485,0.08,+0.08,increase,4,5354244,logratio,value
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1950-1965,value,4.124149288914305,4.2297579328146195,socialism,1,0.10560864390031455,0.11,+0.11,increase,1,1446309,logratio,value
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1965-1989,value,4.2297579328146195,4.294425538379453,socialism,1,0.06466760556483386,0.06,+0.06,increase,2,1675272,logratio,value
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1989-1995,value,4.294425538379453,4.30970859809081,transition,1,0.015283059711356906,0.02,+0.02,increase,3,1995417,logratio,value
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1995-2023,value,4.30970859809081,4.401870927768696,capitalism,1,0.09216232967788596,0.09,+0.09,increase,4,1988051,logratio,value
USSR,Ukraine,UKR,USSR: Ukraine,1950-1965,value,4.113728801352562,4.264693341618131,socialism,1,0.15096454026556927,0.15,+0.15,increase,1,37310845,logratio,value
USSR,Ukraine,UKR,USSR: Ukraine,1965-1989,value,4.264693341618131,4.260408284843762,socialism,1,-0.004285056774369522,-0,+0,no change,2,45386845,logratio,value
USSR,Ukraine,UKR,USSR: Ukraine,1989-1995,value,4.260408284843762,4.206389686021131,transition,1,-0.054018598822630715,-0.05,-0.05,decrease,3,51917779,logratio,value
USSR,Ukraine,UKR,USSR: Ukraine,1995-2023,value,4.206389686021131,4.29623042815637,capitalism,1,0.08984074213523918,0.09,+0.09,increase,4,51665488,logratio,value
world regions,W_EUR3,W_EUR3,world regions: W_EUR3,1950-1965,value,4.195377395472463,4.257763059666527,socialism,1,0.06238566419406322,0.06,+0.06,increase,1,158122425,logratio,value
world regions,W_EUR3,W_EUR3,world regions: W_EUR3,1965-1989,value,4.257763059666527,4.333562958378007,socialism,1,0.0757998987114803,0.08,+0.08,increase,2,176220383,logratio,value
world regions,W_EUR3,W_EUR3,world regions: W_EUR3,1989-1995,value,4.333562958378007,4.348952676472338,transition,1,0.015389718094331428,0.02,+0.02,increase,3,192668736,logratio,value
world regions,W_EUR3,W_EUR3,world regions: W_EUR3,1995-2023,value,4.348952676472338,4.414655289097523,capitalism,1,0.06570261262518429,0.07,+0.07,increase,4,197615305,logratio,value
world regions,World,World,world regions: World,1950-1965,value,3.837178762293455,3.9889377491962716,socialism,1,0.15175898690281686,0.15,+0.15,increase,1,2493092801,logratio,value
world regions,World,World,world regions: World,1965-1989,value,3.9889377491962716,4.155466315350246,socialism,1,0.16652856615397438,0.17,+0.17,increase,2,3334533671,logratio,value
world regions,World,World,world regions: World,1989-1995,value,4.155466315350246,4.172565611683368,transition,1,0.017099296333121572,0.02,+0.02,increase,3,5234431681,logratio,value
world regions,World,World,world regions: World,1995-2023,value,4.172565611683368,4.292777300780317,capitalism,1,0.12021168909694957,0.12,+0.12,increase,4,5758878939,logratio,value
USSR,Belarus,BLR,USSR: Belarus,1950-1965,% of DE,-0.13042638882334068,0.014145127848452711,socialism,0.01,0.14457151667179338,0.14,+0.14,convergence,1,7127548,logratio,% of DE
USSR,Belarus,BLR,USSR: Belarus,1965-1989,% of DE,0.014145127848452711,-0.053950473595361516,socialism,0.01,-0.06809560144381423,-0.07,-0.07,divergence,2,8679894,logratio,% of DE
USSR,Belarus,BLR,USSR: Belarus,1989-1995,% of DE,-0.053950473595361516,-0.10745643541291355,transition,0.01,-0.05350596181755204,-0.05,-0.05,divergence,3,10158729,logratio,% of DE
USSR,Belarus,BLR,USSR: Belarus,1995-2023,% of DE,-0.10745643541291355,-0.08918979647619915,capitalism,0.01,0.018266638936714402,0.02,+0.02,convergence,4,10197421,logratio,% of DE
CEE,Bulgaria,BGR,CEE: Bulgaria,1950-1965,% of DE,-0.08333612163580865,0.009599077168296636,socialism,0.01,0.09293519880410529,0.09,+0.09,convergence,1,7248464,logratio,% of DE
CEE,Bulgaria,BGR,CEE: Bulgaria,1965-1989,% of DE,0.009599077168296636,-0.054276385329320366,socialism,0.01,-0.063875462497617,-0.06,-0.06,divergence,2,8202371,logratio,% of DE
CEE,Bulgaria,BGR,CEE: Bulgaria,1989-1995,% of DE,-0.054276385329320366,-0.07581919445060188,transition,0.01,-0.021542809121281516,-0.02,-0.02,divergence,3,8936335,logratio,% of DE
CEE,Bulgaria,BGR,CEE: Bulgaria,1995-2023,% of DE,-0.07581919445060188,-0.07316495302547037,capitalism,0.01,0.002654241425131515,0,+0,no change,4,8357522,logratio,% of DE
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1950-1965,% of DE,-0.13365114019678348,-0.03091542985972808,socialism,0.01,0.10273571033705539,0.1,+0.1,convergence,1,3864936,logratio,% of DE
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1965-1989,% of DE,-0.03091542985972808,-0.040153051656806785,socialism,0.01,-0.009237621797078703,-0.01,-0.01,divergence,2,4346657,logratio,% of DE
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1989-1995,% of DE,-0.040153051656806785,-0.053533373240021324,transition,0.01,-0.01338032158321454,-0.01,-0.01,divergence,3,4820680,logratio,% of DE
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1995-2023,% of DE,-0.053533373240021324,-0.034980247813439995,capitalism,0.01,0.01855312542658133,0.02,+0.02,convergence,4,4619314,logratio,% of DE
CEE,Czechia,CZE,CEE: Czechia,1950-1965,% of DE,-0.03666703999234806,-0.005205731375490235,socialism,0.01,0.03146130861685783,0.03,+0.03,convergence,1,8916664,logratio,% of DE
CEE,Czechia,CZE,CEE: Czechia,1965-1989,% of DE,-0.005205731375490235,-0.05044629781099395,socialism,0.01,-0.04524056643550371,-0.05,-0.05,divergence,2,9706802,logratio,% of DE
CEE,Czechia,CZE,CEE: Czechia,1989-1995,% of DE,-0.05044629781099395,-0.045079819908747605,transition,0.01,0.005366477902246342,0.01,+0.01,convergence,3,10305562,logratio,% of DE
CEE,Czechia,CZE,CEE: Czechia,1995-2023,% of DE,-0.045079819908747605,-0.019150548224759943,capitalism,0.01,0.025929271683987662,0.03,+0.03,convergence,4,10311979,logratio,% of DE
Baltics,Estonia,EST,Baltics: Estonia,1950-1965,% of DE,-0.006744620767955146,0.0012721090776570867,socialism,0.01,0.008016729845612233,0.01,+0.01,convergence,1,1102004,logratio,% of DE
Baltics,Estonia,EST,Baltics: Estonia,1965-1989,% of DE,0.0012721090776570867,-0.06811113399079925,socialism,0.01,-0.06938324306845634,-0.07,-0.07,divergence,2,1292753,logratio,% of DE
Baltics,Estonia,EST,Baltics: Estonia,1989-1995,% of DE,-0.06811113399079925,-0.12119062978633613,transition,0.01,-0.05307949579553688,-0.05,-0.05,divergence,3,1567538,logratio,% of DE
Baltics,Estonia,EST,Baltics: Estonia,1995-2023,% of DE,-0.12119062978633613,-0.027712274516692927,capitalism,0.01,0.09347835526964321,0.09,+0.09,convergence,4,1452730,logratio,% of DE
CEE,Hungary,HUN,CEE: Hungary,1950-1965,% of DE,-0.07250657583596798,-0.021126347171529298,socialism,0.01,0.051380228664438685,0.05,+0.05,convergence,1,9337826,logratio,% of DE
CEE,Hungary,HUN,CEE: Hungary,1965-1989,% of DE,-0.021126347171529298,-0.08388786096050084,socialism,0.01,-0.06276151378897155,-0.06,-0.06,divergence,2,10141073,logratio,% of DE
CEE,Hungary,HUN,CEE: Hungary,1989-1995,% of DE,-0.08388786096050084,-0.08991285933670366,transition,0.01,-0.0060249983762028225,-0.01,-0.01,divergence,3,10403359,logratio,% of DE
CEE,Hungary,HUN,CEE: Hungary,1995-2023,% of DE,-0.08991285933670366,-0.05498421810113933,capitalism,0.01,0.034928641235564335,0.03,+0.03,convergence,4,10322744,logratio,% of DE
Baltics,Latvia,LVA,Baltics: Latvia,1950-1965,% of DE,-0.03408365624756669,0.00844002280434356,socialism,0.01,0.042523679051910256,0.04,+0.04,convergence,1,1918675,logratio,% of DE
Baltics,Latvia,LVA,Baltics: Latvia,1965-1989,% of DE,0.00844002280434356,-0.06945249677500143,socialism,0.01,-0.07789251957934498,-0.08,-0.08,divergence,2,2252726,logratio,% of DE
Baltics,Latvia,LVA,Baltics: Latvia,1989-1995,% of DE,-0.06945249677500143,-0.14837867431985496,transition,0.01,-0.07892617754485354,-0.08,-0.08,divergence,3,2664789,logratio,% of DE
Baltics,Latvia,LVA,Baltics: Latvia,1995-2023,% of DE,-0.14837867431985496,-0.06587368423673412,capitalism,0.01,0.08250499008312084,0.08,+0.08,convergence,4,2485908,logratio,% of DE
Baltics,Lithuania,LTU,Baltics: Lithuania,1950-1965,% of DE,-0.011183189320733264,0.01502564114269263,socialism,0.01,0.026208830463425894,0.03,+0.03,convergence,1,2432951,logratio,% of DE
Baltics,Lithuania,LTU,Baltics: Lithuania,1965-1989,% of DE,0.01502564114269263,-0.052082378417798766,socialism,0.01,-0.0671080195604914,-0.07,-0.07,divergence,2,2965212,logratio,% of DE
Baltics,Lithuania,LTU,Baltics: Lithuania,1989-1995,% of DE,-0.052082378417798766,-0.10359058123294664,transition,0.01,-0.05150820281514787,-0.05,-0.05,divergence,3,3696048,logratio,% of DE
Baltics,Lithuania,LTU,Baltics: Lithuania,1995-2023,% of DE,-0.10359058123294664,-0.06803904613837236,capitalism,0.01,0.035551535094574274,0.04,+0.04,convergence,4,3626997,logratio,% of DE
CEE,Poland,POL,CEE: Poland,1950-1965,% of DE,-0.13570104591170432,-0.017716340806567008,socialism,0.01,0.11798470510513731,0.12,+0.12,convergence,1,24780120,logratio,% of DE
CEE,Poland,POL,CEE: Poland,1965-1989,% of DE,-0.017716340806567008,-0.06360909863439432,socialism,0.01,-0.04589275782782731,-0.05,-0.05,divergence,2,31288294,logratio,% of DE
CEE,Poland,POL,CEE: Poland,1989-1995,% of DE,-0.06360909863439432,-0.06186998393542229,transition,0.01,0.001739114698972026,0,+0,no change,3,37938044,logratio,% of DE
CEE,Poland,POL,CEE: Poland,1995-2023,% of DE,-0.06186998393542229,-0.03431109278113073,capitalism,0.01,0.02755889115429156,0.03,+0.03,convergence,4,38364630,logratio,% of DE
CEE,Romania,ROU,CEE: Romania,1950-1965,% of DE,-0.09909018544936715,-0.032211630945044575,socialism,0.01,0.06687855450432258,0.07,+0.07,convergence,1,16397220,logratio,% of DE
CEE,Romania,ROU,CEE: Romania,1965-1989,% of DE,-0.032211630945044575,-0.08170563258144592,socialism,0.01,-0.049494001636401344,-0.05,-0.05,divergence,2,18713016,logratio,% of DE
CEE,Romania,ROU,CEE: Romania,1989-1995,% of DE,-0.08170563258144592,-0.09918697548330221,transition,0.01,-0.017481342901856295,-0.02,-0.02,divergence,3,22887592,logratio,% of DE
CEE,Romania,ROU,CEE: Romania,1995-2023,% of DE,-0.09918697548330221,-0.06918274496357983,capitalism,0.01,0.030004230519722383,0.03,+0.03,convergence,4,22657664,logratio,% of DE
USSR,Russia,RUS,USSR: Russia,1950-1965,% of DE,-0.18598693409723174,-0.019167276092105577,socialism,0.01,0.16681965800512616,0.17,+0.17,convergence,1,103392314,logratio,% of DE
USSR,Russia,RUS,USSR: Russia,1965-1989,% of DE,-0.019167276092105577,-0.0796845578513552,socialism,0.01,-0.06051728175924962,-0.06,-0.06,divergence,2,126634148,logratio,% of DE
USSR,Russia,RUS,USSR: Russia,1989-1995,% of DE,-0.0796845578513552,-0.17916657478080347,transition,0.01,-0.09948201692944827,-0.1,-0.1,divergence,3,148281823,logratio,% of DE
USSR,Russia,RUS,USSR: Russia,1995-2023,% of DE,-0.17916657478080347,-0.106533104592422,capitalism,0.01,0.07263347018838147,0.07,+0.07,convergence,4,148291356,logratio,% of DE
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1950-1965,% of DE,-0.1929479009910034,-0.02738752884208988,socialism,0.01,0.1655603721489135,0.17,+0.17,convergence,1,6009148,logratio,% of DE
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1965-1989,% of DE,-0.02738752884208988,-0.04232377754792052,socialism,0.01,-0.01493624870583064,-0.01,-0.01,divergence,2,7031084,logratio,% of DE
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1989-1995,% of DE,-0.04232377754792052,-0.05125926215008079,transition,0.01,-0.008935484602160267,-0.01,-0.01,divergence,3,7881211,logratio,% of DE
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1995-2023,% of DE,-0.05125926215008079,-0.05829645904867301,capitalism,0.01,-0.007037196898592224,-0.01,-0.01,divergence,4,7823230,logratio,% of DE
CEE,Slovakia,SVK,CEE: Slovakia,1950-1965,% of DE,-0.09468233852519359,-0.004847119711075623,socialism,0.01,0.08983521881411796,0.09,+0.09,convergence,1,3465707,logratio,% of DE
CEE,Slovakia,SVK,CEE: Slovakia,1965-1989,% of DE,-0.004847119711075623,-0.06189626693657233,socialism,0.01,-0.057049147225496706,-0.06,-0.06,divergence,2,4364999,logratio,% of DE
CEE,Slovakia,SVK,CEE: Slovakia,1989-1995,% of DE,-0.06189626693657233,-0.05778018019367316,transition,0.01,0.004116086742899171,0,+0,no change,3,5249882,logratio,% of DE
CEE,Slovakia,SVK,CEE: Slovakia,1995-2023,% of DE,-0.05778018019367316,-0.038025080804292066,capitalism,0.01,0.019755099389381095,0.02,+0.02,convergence,4,5354244,logratio,% of DE
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1950-1965,% of DE,-0.07772144224480373,-0.027627672580186353,socialism,0.01,0.050093769664617385,0.05,+0.05,convergence,1,1446309,logratio,% of DE
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1965-1989,% of DE,-0.027627672580186353,-0.02926993623284118,socialism,0.01,-0.0016422636526548275,-0,+0,no change,2,1675272,logratio,% of DE
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1989-1995,% of DE,-0.02926993623284118,-0.02825511885682659,transition,0.01,0.0010148173760145887,0,+0,no change,3,1995417,logratio,% of DE
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1995-2023,% of DE,-0.02825511885682659,0.0027696480668957055,capitalism,0.01,0.031024766923722295,0.03,+0.03,convergence,4,1988051,logratio,% of DE
USSR,Ukraine,UKR,USSR: Ukraine,1950-1965,% of DE,-0.08814192980654663,0.007307736223325357,socialism,0.01,0.09544966602987198,0.1,+0.1,convergence,1,37310845,logratio,% of DE
USSR,Ukraine,UKR,USSR: Ukraine,1965-1989,% of DE,0.007307736223325357,-0.06328718976853194,socialism,0.01,-0.0705949259918573,-0.07,-0.07,divergence,2,45386845,logratio,% of DE
USSR,Ukraine,UKR,USSR: Ukraine,1989-1995,% of DE,-0.06328718976853194,-0.13157403092650544,transition,0.01,-0.0682868411579735,-0.07,-0.07,divergence,3,51917779,logratio,% of DE
USSR,Ukraine,UKR,USSR: Ukraine,1995-2023,% of DE,-0.13157403092650544,-0.10287085154543031,capitalism,0.01,0.028703179381075125,0.03,+0.03,convergence,4,51665488,logratio,% of DE
USSR,Belarus,BLR,USSR: Belarus,1950-1965,% of W_EUR3,-0.12393305313669575,0.01376767357673194,socialism,0.01,0.1377007267134277,0.14,+0.14,convergence,1,7127548,logratio,% of W_EUR3
USSR,Belarus,BLR,USSR: Belarus,1965-1989,% of W_EUR3,0.01376767357673194,-0.06381795736107411,socialism,0.01,-0.07758563093780604,-0.08,-0.08,divergence,2,8679894,logratio,% of W_EUR3
USSR,Belarus,BLR,USSR: Belarus,1989-1995,% of W_EUR3,-0.06381795736107411,-0.11844539493761491,transition,0.01,-0.0546274375765408,-0.05,-0.05,divergence,3,10158729,logratio,% of W_EUR3
USSR,Belarus,BLR,USSR: Belarus,1995-2023,% of W_EUR3,-0.11844539493761491,-0.10474380587192081,capitalism,0.01,0.013701589065694103,0.01,+0.01,convergence,4,10197421,logratio,% of W_EUR3
CEE,Bulgaria,BGR,CEE: Bulgaria,1950-1965,% of W_EUR3,-0.07684278594916376,0.00922162289657621,socialism,0.01,0.08606440884573997,0.09,+0.09,convergence,1,7248464,logratio,% of W_EUR3
CEE,Bulgaria,BGR,CEE: Bulgaria,1965-1989,% of W_EUR3,0.00922162289657621,-0.06414386909503293,socialism,0.01,-0.07336549199160915,-0.07,-0.07,divergence,2,8202371,logratio,% of W_EUR3
CEE,Bulgaria,BGR,CEE: Bulgaria,1989-1995,% of W_EUR3,-0.06414386909503293,-0.08680815397530303,transition,0.01,-0.0226642848802701,-0.02,-0.02,divergence,3,8936335,logratio,% of W_EUR3
CEE,Bulgaria,BGR,CEE: Bulgaria,1995-2023,% of W_EUR3,-0.08680815397530303,-0.0887189624211921,capitalism,0.01,-0.0019108084458890617,-0,+0,no change,4,8357522,logratio,% of W_EUR3
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1950-1965,% of W_EUR3,-0.12715780451013853,-0.03129288413144859,socialism,0.01,0.09586492037868993,0.1,+0.1,convergence,1,3864936,logratio,% of W_EUR3
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1965-1989,% of W_EUR3,-0.03129288413144859,-0.05002053542251922,socialism,0.01,-0.01872765129107063,-0.02,-0.02,divergence,2,4346657,logratio,% of W_EUR3
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1989-1995,% of W_EUR3,-0.05002053542251922,-0.06452233276472254,transition,0.01,-0.014501797342203318,-0.01,-0.01,divergence,3,4820680,logratio,% of W_EUR3
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1995-2023,% of W_EUR3,-0.06452233276472254,-0.050534257209161736,capitalism,0.01,0.013988075555560801,0.01,+0.01,convergence,4,4619314,logratio,% of W_EUR3
CEE,Czechia,CZE,CEE: Czechia,1950-1965,% of W_EUR3,-0.03017370430570309,-0.005583185647210813,socialism,0.01,0.024590518658492277,0.02,+0.02,convergence,1,8916664,logratio,% of W_EUR3
CEE,Czechia,CZE,CEE: Czechia,1965-1989,% of W_EUR3,-0.005583185647210813,-0.060313781576706395,socialism,0.01,-0.054730595929495585,-0.05,-0.05,divergence,2,9706802,logratio,% of W_EUR3
CEE,Czechia,CZE,CEE: Czechia,1989-1995,% of W_EUR3,-0.060313781576706395,-0.05606877943344884,transition,0.01,0.004245002143257556,0,+0,no change,3,10305562,logratio,% of W_EUR3
CEE,Czechia,CZE,CEE: Czechia,1995-2023,% of W_EUR3,-0.05606877943344884,-0.034704557620481566,capitalism,0.01,0.021364221812967273,0.02,+0.02,convergence,4,10311979,logratio,% of W_EUR3
Baltics,Estonia,EST,Baltics: Estonia,1950-1965,% of W_EUR3,-2.512850813101853e-4,8.946548059363431e-4,socialism,0.01,0.0011459398872465283,0,+0,no change,1,1102004,logratio,% of W_EUR3
Baltics,Estonia,EST,Baltics: Estonia,1965-1989,% of W_EUR3,8.946548059363431e-4,-0.0779786177565118,socialism,0.01,-0.07887327256244814,-0.08,-0.08,divergence,2,1292753,logratio,% of W_EUR3
