cntr_group,country,Code,cntr_region,era,varname,value,value_end,era_col,scaling,change_val,change_val_lab,change_lab,change_sign,era_num,pop,type_scale,sel_var
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1950-1965,% of World,0.17174406787465077,0.24106032735644467,socialism,0.01,0.0693162594817939,0.07,+0.07,convergence,1,6009148,logratio,% of World
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1965-1989,% of World,0.24106032735644467,0.12590538171412716,socialism,0.01,-0.11515494564231751,-0.12,-0.12,divergence,2,7031084,logratio,% of World
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1989-1995,% of World,0.12590538171412716,0.11413884311418872,transition,0.01,-0.01176653859993844,-0.01,-0.01,divergence,3,7881211,logratio,% of World
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1995-2023,% of World,0.11413884311418872,0.048027519872810905,capitalism,0.01,-0.0661113232413778,-0.07,-0.07,divergence,4,7823230,logratio,% of World
CEE,Slovakia,SVK,CEE: Slovakia,1950-1965,% of World,0.2700096303404604,0.2636007364874591,socialism,0.01,-0.006408893853001307,-0.01,-0.01,divergence,1,3465707,logratio,% of World
CEE,Slovakia,SVK,CEE: Slovakia,1965-1989,% of World,0.2636007364874591,0.10633289232547542,socialism,0.01,-0.15726784416198364,-0.16,-0.16,divergence,2,4364999,logratio,% of World
CEE,Slovakia,SVK,CEE: Slovakia,1989-1995,% of World,0.10633289232547542,0.10761792507059627,transition,0.01,0.0012850327451208454,0,+0,no change,3,5249882,logratio,% of World
CEE,Slovakia,SVK,CEE: Slovakia,1995-2023,% of World,0.10761792507059627,0.06829889811719189,capitalism,0.01,-0.039319026953404376,-0.04,-0.04,divergence,4,5354244,logratio,% of World
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1950-1965,% of World,0.2869705266208503,0.24082018361834837,socialism,0.01,-0.04615034300250195,-0.05,-0.05,divergence,1,1446309,logratio,% of World
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1965-1989,% of World,0.24082018361834837,0.13895922302920663,socialism,0.01,-0.10186096058914174,-0.1,-0.1,divergence,2,1675272,logratio,% of World
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1989-1995,% of World,0.13895922302920663,0.1371429864074429,transition,0.01,-0.0018162366217637227,-0,+0,no change,3,1995417,logratio,% of World
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1995-2023,% of World,0.1371429864074429,0.10909362698837953,capitalism,0.01,-0.028049359419063377,-0.03,-0.03,divergence,4,1988051,logratio,% of World
USSR,Ukraine,UKR,USSR: Ukraine,1950-1965,% of World,0.27655003905910736,0.2757555924218601,socialism,0.01,-7.944466372472592e-4,-0,+0,no change,1,37310845,logratio,% of World
USSR,Ukraine,UKR,USSR: Ukraine,1965-1989,% of World,0.2757555924218601,0.10494196949351581,socialism,0.01,-0.1708136229283443,-0.17,-0.17,divergence,2,45386845,logratio,% of World
USSR,Ukraine,UKR,USSR: Ukraine,1989-1995,% of World,0.10494196949351581,0.03382407433776404,transition,0.01,-0.07111789515575176,-0.07,-0.07,divergence,3,51917779,logratio,% of World
USSR,Ukraine,UKR,USSR: Ukraine,1995-2023,% of World,0.03382407433776404,0.0034531273760536334,capitalism,0.01,-0.03037094696171041,-0.03,-0.03,divergence,4,51665488,logratio,% of World
