part,datum,teljes_nepesseg,valasztani_tudok,biztos_szavazok,url
Fidesz,2025-09-05,30.0,38.0,38.0,https://hvg.hu/360/20250910_Median-A-Fidesz-kapaszkodik-de-a-Tisza-vezet-13-szazalekkal
MKKP,2025-09-05,3.0,4.0,3.0,https://hvg.hu/360/20250910_Median-A-Fidesz-kapaszkodik-de-a-Tisza-vezet-13-szazalekkal
MiHazank,2025-09-05,4.0,5.0,4.0,https://hvg.hu/360/20250910_Median-A-Fidesz-kapaszkodik-de-a-Tisza-vezet-13-szazalekkal
Tisza,2025-09-05,37.0,48.0,51.0,https://hvg.hu/360/20250910_Median-A-Fidesz-kapaszkodik-de-a-Tisza-vezet-13-szazalekkal
egyeb,2025-09-05,2.0,3.0,2.0,https://hvg.hu/360/20250910_Median-A-Fidesz-kapaszkodik-de-a-Tisza-vezet-13-szazalekkal
nincs_partja,2025-09-05,22.0,,,https://hvg.hu/360/20250910_Median-A-Fidesz-kapaszkodik-de-a-Tisza-vezet-13-szazalekkal
DK,2025-11-23,2.0,2.0,2.0,https://hvg.hu/360/20251126_Median-meres-Nagyot-javult-a-kozhangulat-meglodult-a-Fidesz-a-Tisza-utan-valasztas-2026-partpreferencia
Fidesz,2025-11-23,33.0,41.0,40.0,https://hvg.hu/360/20251126_Median-meres-Nagyot-javult-a-kozhangulat-meglodult-a-Fidesz-a-Tisza-utan-valasztas-2026-partpreferencia
MKKP,2025-11-23,2.0,2.0,2.0,https://hvg.hu/360/20251126_Median-meres-Nagyot-javult-a-kozhangulat-meglodult-a-Fidesz-a-Tisza-utan-valasztas-2026-partpreferencia
MiHazank,2025-11-23,5.0,6.0,5.0,https://hvg.hu/360/20251126_Median-meres-Nagyot-javult-a-kozhangulat-meglodult-a-Fidesz-a-Tisza-utan-valasztas-2026-partpreferencia
Tisza,2025-11-23,38.0,47.0,50.0,https://hvg.hu/360/20251126_Median-meres-Nagyot-javult-a-kozhangulat-meglodult-a-Fidesz-a-Tisza-utan-valasztas-2026-partpreferencia
egyeb,2025-11-23,1.0,2.0,1.0,https://hvg.hu/360/20251126_Median-meres-Nagyot-javult-a-kozhangulat-meglodult-a-Fidesz-a-Tisza-utan-valasztas-2026-partpreferencia
nincs_partja,2025-11-23,19.0,,,https://hvg.hu/360/20251126_Median-meres-Nagyot-javult-a-kozhangulat-meglodult-a-Fidesz-a-Tisza-utan-valasztas-2026-partpreferencia
DK,2026-01-10,1.0,1.0,1.0,https://hvg.hu/360/20260114_median-felmeres-ujra-nyilik-az-ollo-a-tisza-part-es-a-fidesz-kozott-valasztas-2026
Fidesz,2026-01-10,33.0,41.0,39.0,https://hvg.hu/360/20260114_median-felmeres-ujra-nyilik-az-ollo-a-tisza-part-es-a-fidesz-kozott-valasztas-2026
MKKP,2026-01-10,2.0,3.0,3.0,https://hvg.hu/360/20260114_median-felmeres-ujra-nyilik-az-ollo-a-tisza-part-es-a-fidesz-kozott-valasztas-2026
MiHazank,2026-01-10,4.0,5.0,5.0,https://hvg.hu/360/20260114_median-felmeres-ujra-nyilik-az-ollo-a-tisza-part-es-a-fidesz-kozott-valasztas-2026
Tisza,2026-01-10,40.0,49.0,51.0,https://hvg.hu/360/20260114_median-felmeres-ujra-nyilik-az-ollo-a-tisza-part-es-a-fidesz-kozott-valasztas-2026
egyeb,2026-01-10,1.0,1.0,1.0,https://hvg.hu/360/20260114_median-felmeres-ujra-nyilik-az-ollo-a-tisza-part-es-a-fidesz-kozott-valasztas-2026
nincs_partja,2026-01-10,19.0,,,https://hvg.hu/360/20260114_median-felmeres-ujra-nyilik-az-ollo-a-tisza-part-es-a-fidesz-kozott-valasztas-2026
DK,2026-02-21,1.0,2.0,2.0,https://hvg.hu/360/20260225_median-vezet-tisza-mar-20-szazalek-az-elonye
Fidesz,2026-02-21,31.0,38.0,35.0,https://hvg.hu/360/20260225_median-vezet-tisza-mar-20-szazalek-az-elonye
MKKP,2026-02-21,2.0,2.0,2.0,https://hvg.hu/360/20260225_median-vezet-tisza-mar-20-szazalek-az-elonye
MiHazank,2026-02-21,5.0,7.0,6.0,https://hvg.hu/360/20260225_median-vezet-tisza-mar-20-szazalek-az-elonye
Tisza,2026-02-21,42.0,51.0,55.0,https://hvg.hu/360/20260225_median-vezet-tisza-mar-20-szazalek-az-elonye
nincs_partja,2026-02-21,19.0,,,https://hvg.hu/360/20260225_median-vezet-tisza-mar-20-szazalek-az-elonye
DK,2026-03-19,1.0,1.0,1.0,https://hvg.hu/360/20260325_median-tisza-fidesz-valasztas-marcius-kozvelemeny-kutatas
Fidesz,2026-03-19,30.0,36.0,35.0,https://hvg.hu/360/20260325_median-tisza-fidesz-valasztas-marcius-kozvelemeny-kutatas
MKKP,2026-03-19,2.0,2.0,2.0,https://hvg.hu/360/20260325_median-tisza-fidesz-valasztas-marcius-kozvelemeny-kutatas
MiHazank,2026-03-19,3.0,4.0,4.0,https://hvg.hu/360/20260325_median-tisza-fidesz-valasztas-marcius-kozvelemeny-kutatas
Tisza,2026-03-19,46.0,56.0,58.0,https://hvg.hu/360/20260325_median-tisza-fidesz-valasztas-marcius-kozvelemeny-kutatas
nincs_partja,2026-03-19,18.0,,,https://hvg.hu/360/20260325_median-tisza-fidesz-valasztas-marcius-kozvelemeny-kutatas
DK,2026-04-09,,,1.4,https://hvg.hu/360/20260412_a-tisza-tortenelmi-gyozelmet-vetiti-elore-a-median-merese-a-kampany-utolso-napjaibol
Fidesz,2026-04-09,32.0,,37.9,https://hvg.hu/360/20260412_a-tisza-tortenelmi-gyozelmet-vetiti-elore-a-median-merese-a-kampany-utolso-napjaibol
MKKP,2026-04-09,,,1.3,https://hvg.hu/360/20260412_a-tisza-tortenelmi-gyozelmet-vetiti-elore-a-median-merese-a-kampany-utolso-napjaibol
MiHazank,2026-04-09,,,3.9,https://hvg.hu/360/20260412_a-tisza-tortenelmi-gyozelmet-vetiti-elore-a-median-merese-a-kampany-utolso-napjaibol
Tisza,2026-04-09,48.0,,55.5,https://hvg.hu/360/20260412_a-tisza-tortenelmi-gyozelmet-vetiti-elore-a-median-merese-a-kampany-utolso-napjaibol
DK,2026-04-18,1.0,2.0,2.0,https://hvg.hu/360/20260422_hvg-median-gyozteshez-huzas-valasztas-2026-meg-nagyobb-tamogatas-a-tiszanak
Fidesz,2026-04-18,21.0,25.0,25.0,https://hvg.hu/360/20260422_hvg-median-gyozteshez-huzas-valasztas-2026-meg-nagyobb-tamogatas-a-tiszanak
MKKP,2026-04-18,1.0,1.0,1.0,https://hvg.hu/360/20260422_hvg-median-gyozteshez-huzas-valasztas-2026-meg-nagyobb-tamogatas-a-tiszanak
MiHazank,2026-04-18,6.0,6.0,6.0,https://hvg.hu/360/20260422_hvg-median-gyozteshez-huzas-valasztas-2026-meg-nagyobb-tamogatas-a-tiszanak
Tisza,2026-04-18,56.0,65.0,66.0,https://hvg.hu/360/20260422_hvg-median-gyozteshez-huzas-valasztas-2026-meg-nagyobb-tamogatas-a-tiszanak
egyeb,2026-04-18,1.0,1.0,0.0,https://hvg.hu/360/20260422_hvg-median-gyozteshez-huzas-valasztas-2026-meg-nagyobb-tamogatas-a-tiszanak
nincs_partja,2026-04-18,14.0,,,https://hvg.hu/360/20260422_hvg-median-gyozteshez-huzas-valasztas-2026-meg-nagyobb-tamogatas-a-tiszanak
DK,2026-05-01,1.0,1.0,1.0,https://hvg.hu/360/20260506_median-felmeres-aprilis-vege-partpreferenciak-orban-viktor-felelossegrevonas-birosag-bizakodas
Fidesz,2026-05-01,21.0,24.0,23.0,https://hvg.hu/360/20260506_median-felmeres-aprilis-vege-partpreferenciak-orban-viktor-felelossegrevonas-birosag-bizakodas
MiHazank,2026-05-01,5.0,6.0,6.0,https://hvg.hu/360/20260506_median-felmeres-aprilis-vege-partpreferenciak-orban-viktor-felelossegrevonas-birosag-bizakodas
Tisza,2026-05-01,61.0,68.0,70.0,https://hvg.hu/360/20260506_median-felmeres-aprilis-vege-partpreferenciak-orban-viktor-felelossegrevonas-birosag-bizakodas
egyeb,2026-05-01,1.0,1.0,1.0,https://hvg.hu/360/20260506_median-felmeres-aprilis-vege-partpreferenciak-orban-viktor-felelossegrevonas-birosag-bizakodas
nincs_partja,2026-05-01,11.0,,,https://hvg.hu/360/20260506_median-felmeres-aprilis-vege-partpreferenciak-orban-viktor-felelossegrevonas-birosag-bizakodas
